,res_type,state_ab,zip_code,median
6875,pizza,IL,60008.0,78572.0
6880,pizza,IL,60005.0,83407.0
6883,pizza,IL,60056.0,131178.0
6968,pizza,IL,60021.0,300000.0
6993,pizza,IL,60014.0,76573.0
7021,pizza,IL,60015.0,300000.0
7037,pizza,IL,60090.0,58788.0
7043,pizza,IL,60056.0,131178.0
7071,pizza,IL,60018.0,55845.0
7072,pizza,IL,60016.0,65670.0
7082,pizza,IL,60016.0,65670.0
7094,pizza,IL,60018.0,55845.0
7168,pizza,IL,60025.0,69189.0
7184,pizza,IL,60073.0,43465.0
7223,pizza,IL,60031.0,300000.0
7234,pizza,IL,60035.0,141411.0
7239,pizza,IL,60015.0,300000.0
7240,pizza,IL,60035.0,141411.0
7246,pizza,IL,60040.0,64282.0
7251,pizza,IL,60046.0,69791.0
7254,pizza,IL,60051.0,300000.0
7297,pizza,IL,60056.0,131178.0
7302,pizza,IL,60056.0,131178.0
7320,pizza,IL,60060.0,77622.0
7332,pizza,IL,60060.0,77622.0
7340,pizza,IL,60062.0,101106.0
7342,pizza,IL,60062.0,101106.0
7348,pizza,IL,60085.0,46446.0
7355,pizza,IL,60085.0,46446.0
7375,pizza,IL,60089.0,102256.0
7379,pizza,IL,60074.0,300000.0
7387,pizza,IL,60074.0,300000.0
7398,pizza,IL,60202.0,80386.0
7426,pizza,IL,60201.0,69616.0
7431,pizza,IL,60659.0,72810.0
7448,pizza,IL,60053.0,300000.0
7454,pizza,IL,60087.0,39088.0
7461,pizza,IL,60089.0,102256.0
7473,pizza,MI,49048.0,26735.0
7474,pizza,IL,60077.0,60332.0
7477,pizza,IL,60191.0,64058.0
7480,pizza,IL,60148.0,58725.0
7495,pizza,IL,60148.0,58725.0
7499,pizza,IL,60163.0,35043.0
7500,pizza,IL,60160.0,40406.0
7502,pizza,IL,60154.0,300000.0
7505,pizza,IL,60154.0,300000.0
7507,pizza,IL,60155.0,59028.0
7550,pizza,IL,60126.0,56797.0
7561,pizza,IL,60126.0,56797.0
7565,pizza,IL,60181.0,73947.0
7590,pizza,IL,60302.0,98137.0
7649,pizza,IL,60188.0,300000.0
7681,pizza,IL,60104.0,300000.0
7702,pizza,IL,60706.0,45630.0
7704,pizza,IL,60706.0,45630.0
7722,pizza,IL,60707.0,300000.0
7732,pizza,IL,60148.0,58725.0
7742,pizza,IL,60202.0,80386.0
7755,pizza,IL,60625.0,65824.0
7759,pizza,IL,60660.0,64803.0
7769,pizza,IL,60659.0,72810.0
7800,pizza,IL,60804.0,35830.0
7809,pizza,IL,60634.0,54001.0
7817,pizza,IL,60804.0,35830.0
7819,pizza,IL,60402.0,52331.0
7822,pizza,IL,60644.0,37632.0
7825,pizza,IL,60402.0,52331.0
7828,pizza,IL,60402.0,52331.0
7829,pizza,IL,60402.0,52331.0
7836,pizza,IL,60638.0,53244.0
7854,pizza,IL,60607.0,125702.0
7866,pizza,IL,60605.0,15307.0
7979,pizza,IL,60616.0,44154.0
8064,pizza,IL,60647.0,66598.0
8066,pizza,IL,60647.0,66598.0
8076,pizza,IL,60647.0,66598.0
8085,pizza,IL,60647.0,66598.0
8096,pizza,IL,60613.0,117215.0
8189,pizza,IL,60660.0,64803.0
8195,pizza,IL,60641.0,38893.0
8209,pizza,IL,60639.0,44634.0
8215,pizza,IL,60613.0,117215.0
8227,pizza,IL,60657.0,58437.0
8236,pizza,IL,60657.0,58437.0
8244,pizza,IL,60613.0,117215.0
8252,pizza,IL,60641.0,38893.0
8254,pizza,IL,60625.0,65824.0
8258,pizza,IL,60645.0,58498.0
8278,pizza,IL,60657.0,58437.0
8289,pizza,IL,60618.0,109819.0
8291,pizza,IL,60657.0,58437.0
8306,pizza,IL,60647.0,66598.0
8343,pizza,IL,60613.0,117215.0
8358,pizza,IL,60630.0,59734.0
8361,pizza,IL,60630.0,59734.0
8704,pizza,NY,10031.0,0.0
8708,pizza,NY,10033.0,56347.0
8711,pizza,NY,10455.0,21900.0
8717,pizza,NY,10031.0,0.0
8749,pizza,NY,10468.0,36911.0
8796,pizza,NY,11101.0,40506.0
8801,pizza,NY,10065.0,118775.0
8826,pizza,NY,10310.0,38803.0
8845,pizza,NY,10304.0,50258.0
8875,pizza,NY,10301.0,0.0
8888,pizza,NY,10314.0,108326.0
8895,pizza,NJ,7002.0,42240.0
8901,pizza,NY,10451.0,13246.0
8929,pizza,NY,10463.0,24253.0
8941,pizza,NY,10456.0,17622.0
9031,pizza,NY,10469.0,69658.0
9034,pizza,NY,10462.0,50224.0
9040,pizza,NY,10462.0,50224.0
9058,pizza,NY,10467.0,25840.0
9095,pizza,NY,10469.0,69658.0
9101,pizza,NY,10467.0,25840.0
9106,pizza,NY,10550.0,50932.0
9115,pizza,NY,10705.0,28023.0
9118,pizza,NY,10704.0,300000.0
9135,pizza,NY,10470.0,52788.0
9147,pizza,NY,10463.0,24253.0
9168,pizza,NY,11105.0,65991.0
9197,pizza,NY,10021.0,0.0
9198,pizza,NY,11211.0,87129.0
9215,pizza,NY,11104.0,67771.0
9233,pizza,NY,11103.0,82248.0
9235,pizza,NY,10128.0,129437.0
9264,pizza,NY,11102.0,81067.0
9274,pizza,NY,11103.0,82248.0
9278,pizza,NY,11101.0,40506.0
9281,pizza,NY,11105.0,65991.0
9285,pizza,NY,11104.0,67771.0
9388,pizza,NY,11236.0,73363.0
9426,pizza,NY,11218.0,44950.0
9445,pizza,NY,11235.0,46412.0
9446,pizza,NY,11209.0,95157.0
9463,pizza,NY,10003.0,300000.0
9494,pizza,NY,11385.0,64342.0
9523,pizza,NY,11207.0,19694.0
9542,pizza,NY,11385.0,64342.0
9549,pizza,NY,11385.0,64342.0
9555,pizza,NY,11212.0,37854.0
9560,pizza,NY,11418.0,71093.0
9562,pizza,NY,11375.0,103910.0
9568,pizza,NY,11212.0,37854.0
9593,pizza,NY,11234.0,100578.0
9611,pizza,NY,11208.0,52769.0
9616,pizza,NY,11206.0,52856.0
9620,pizza,NY,11216.0,43209.0
9702,pizza,NY,11212.0,37854.0
9717,pizza,NY,11205.0,300000.0
9743,pizza,NY,11201.0,105949.0
9831,pizza,NY,11229.0,67319.0
9838,pizza,NY,11224.0,44938.0
9848,pizza,NY,11201.0,105949.0
9910,pizza,NY,11375.0,103910.0
9926,pizza,NY,11354.0,57563.0
9945,pizza,NY,11361.0,0.0
9962,pizza,NY,11435.0,66568.0
9975,pizza,NY,11374.0,80384.0
10058,pizza,NY,11368.0,72674.0
10065,pizza,NY,11420.0,45629.0
10076,pizza,TN,37620.0,38962.0
10096,pizza,TN,37620.0,38962.0
10097,pizza,VA,24202.0,51504.0
10115,pizza,TN,37013.0,43894.0
10143,pizza,TN,37013.0,43894.0
10147,pizza,TN,37217.0,27852.0
10183,pizza,TN,37027.0,121721.0
10209,pizza,TN,37040.0,24986.0
10218,pizza,TN,37040.0,24986.0
10222,pizza,TN,37040.0,24986.0
10224,pizza,TN,37042.0,52917.0
10228,pizza,TN,37042.0,52917.0
10240,pizza,TN,37066.0,57335.0
10242,pizza,TN,37066.0,57335.0
10243,pizza,TN,37075.0,101195.0
10255,pizza,TN,37075.0,101195.0
10263,pizza,TN,37075.0,101195.0
10282,pizza,TN,37216.0,38760.0
10301,pizza,TN,37203.0,23571.0
10313,pizza,TN,37203.0,23571.0
10314,pizza,TN,37203.0,23571.0
10326,pizza,TN,37208.0,27995.0
10328,pizza,TN,37203.0,23571.0
10349,pizza,TN,37211.0,300000.0
10351,pizza,TN,37215.0,129747.0
10357,pizza,TN,37212.0,0.0
10370,pizza,TN,37203.0,23571.0
10389,pizza,TN,37210.0,300000.0
10391,pizza,TN,37208.0,27995.0
10404,pizza,TN,37209.0,48481.0
10430,pizza,TN,37215.0,129747.0
