,res_type,state_ab,zip_code,median
2540,burgers,CA,90660.0,73063.0
2561,burgers,CA,90703.0,96089.0
2563,burgers,CA,90660.0,73063.0
2566,burgers,CA,90604.0,62108.0
2571,burgers,CA,90650.0,300000.0
2573,burgers,CA,90604.0,62108.0
2575,burgers,CA,90650.0,300000.0
2578,burgers,CA,90650.0,300000.0
2582,burgers,CA,92844.0,55347.0
2590,burgers,CA,90630.0,300000.0
2596,burgers,CA,92683.0,43211.0
2605,burgers,CA,92804.0,300000.0
2615,burgers,CA,92841.0,67012.0
2621,burgers,CA,90650.0,300000.0
2662,burgers,CA,90712.0,99591.0
2686,burgers,CA,90502.0,63800.0
2687,burgers,CA,90744.0,31470.0
2691,burgers,CA,90717.0,140323.0
2694,burgers,CA,90275.0,105522.0
2732,burgers,CA,90806.0,37827.0
2738,burgers,CA,90755.0,36506.0
2739,burgers,CA,90815.0,63316.0
2743,burgers,CA,90723.0,45286.0
2747,burgers,CA,90703.0,96089.0
2757,burgers,CA,90808.0,300000.0
2758,burgers,CA,90808.0,300000.0
2760,burgers,CA,90808.0,300000.0
2788,burgers,CA,90502.0,63800.0
2799,burgers,CA,90505.0,300000.0
2807,burgers,CA,90731.0,55848.0
2842,burgers,CA,90805.0,52217.0
2849,burgers,CA,90805.0,52217.0
2860,burgers,CA,90810.0,94556.0
2881,burgers,CA,90810.0,94556.0
2910,burgers,CA,90802.0,28386.0
2912,burgers,CA,90815.0,63316.0
2931,burgers,CA,90802.0,28386.0
2956,burgers,CA,90814.0,47193.0
3003,burgers,CA,90813.0,24828.0
3045,burgers,CA,90805.0,52217.0
3062,burgers,CA,90805.0,52217.0
3063,burgers,CA,90712.0,99591.0
3087,burgers,CA,90813.0,24828.0
3105,burgers,CA,90804.0,39139.0
3108,burgers,CA,90806.0,37827.0
3137,burgers,CA,90806.0,37827.0
3176,burgers,CA,91107.0,24459.0
3179,burgers,CA,91770.0,66462.0
3194,burgers,CA,91801.0,104023.0
3198,burgers,CA,91101.0,43316.0
3215,burgers,CA,91103.0,44804.0
3305,burgers,CA,91107.0,24459.0
3317,burgers,CA,91770.0,66462.0
3345,burgers,CA,91803.0,58614.0
3358,burgers,CA,91204.0,55120.0
3361,burgers,CA,91502.0,35793.0
3511,burgers,CA,91324.0,44427.0
3538,burgers,CA,91324.0,44427.0
3573,burgers,CA,91303.0,88567.0
3623,burgers,CA,91316.0,300000.0
3690,burgers,CA,91406.0,39263.0
3707,burgers,CA,91402.0,42001.0
3741,burgers,CA,91402.0,42001.0
3779,burgers,CA,91605.0,26032.0
3822,burgers,CA,91505.0,300000.0
3848,burgers,CA,91602.0,76209.0
3944,burgers,CA,92110.0,122111.0
3994,burgers,CA,92101.0,69051.0
4033,burgers,CA,92102.0,30825.0
4065,burgers,CA,93277.0,87021.0
4066,burgers,CA,93291.0,25640.0
4067,burgers,CA,93277.0,87021.0
4070,burgers,CA,93291.0,25640.0
4073,burgers,CA,93277.0,87021.0
4088,burgers,CA,93277.0,87021.0
4099,burgers,CA,93291.0,25640.0
4101,burgers,CA,93277.0,87021.0
4105,burgers,CA,93277.0,87021.0
4111,burgers,CA,93292.0,32526.0
4113,burgers,CA,93292.0,32526.0
4120,burgers,CA,93277.0,87021.0
4122,burgers,CA,93291.0,25640.0
4127,burgers,CA,93292.0,32526.0
4128,burgers,CA,93292.0,32526.0
4145,burgers,CA,93309.0,42479.0
4149,burgers,CA,93304.0,56986.0
4155,burgers,CA,93304.0,56986.0
4162,burgers,CA,93307.0,18277.0
4163,burgers,CA,93309.0,42479.0
4165,burgers,CA,93309.0,42479.0
4176,burgers,CA,93304.0,56986.0
4177,burgers,CA,93304.0,56986.0
4193,burgers,CA,93308.0,35774.0
4199,burgers,CA,93306.0,59094.0
4200,burgers,CA,93305.0,52669.0
4202,burgers,CA,93305.0,52669.0
4203,burgers,CA,93306.0,59094.0
4207,burgers,CA,93305.0,52669.0
4215,burgers,CA,93306.0,59094.0
4233,burgers,CA,93306.0,59094.0
4239,burgers,CA,93312.0,68372.0
4247,burgers,CA,93311.0,91187.0
4249,burgers,CA,93309.0,42479.0
4250,burgers,CA,93312.0,68372.0
4260,burgers,CA,93313.0,46767.0
4263,burgers,CA,93313.0,46767.0
4266,burgers,CA,93309.0,42479.0
4276,burgers,CA,93312.0,68372.0
4290,burgers,CA,93308.0,35774.0
4297,burgers,CA,93308.0,35774.0
4306,burgers,CA,93312.0,68372.0
4336,burgers,CA,93420.0,63124.0
4352,burgers,CA,93420.0,63124.0
4379,burgers,CA,93534.0,56932.0
4380,burgers,CA,93536.0,57343.0
4385,burgers,CA,93536.0,57343.0
4394,burgers,CA,93534.0,56932.0
4423,burgers,CA,93710.0,30873.0
4471,burgers,CA,93611.0,89265.0
4472,burgers,CA,93611.0,89265.0
4473,burgers,CA,93720.0,43176.0
4500,burgers,CA,93703.0,21914.0
4513,burgers,CA,93710.0,30873.0
4518,burgers,CA,93726.0,46592.0
4522,burgers,CA,93612.0,46353.0
4525,burgers,CA,93727.0,300000.0
4534,burgers,CA,93710.0,30873.0
4545,burgers,CA,93703.0,21914.0
4557,burgers,CA,93703.0,21914.0
4567,burgers,CA,93703.0,21914.0
4588,burgers,CA,93722.0,53793.0
4589,burgers,CA,93704.0,75728.0
4594,burgers,CA,93711.0,83707.0
4612,burgers,CA,93726.0,46592.0
4632,burgers,CA,93722.0,53793.0
4636,burgers,CA,93720.0,43176.0
