,res_type,state_ab,zip_code,median
4730,delis/diners,CA,95051.0,108998.0
4731,delis/diners,CA,94089.0,90728.0
4732,delis/diners,CA,94087.0,113437.0
4733,delis/diners,CA,94087.0,113437.0
4739,delis/diners,CA,94089.0,90728.0
4741,delis/diners,CA,95014.0,300000.0
4742,delis/diners,CA,95014.0,300000.0
4751,delis/diners,CA,94086.0,112812.0
4753,delis/diners,CA,95014.0,300000.0
4754,delis/diners,CA,94085.0,115034.0
4757,delis/diners,CA,95014.0,300000.0
4759,delis/diners,CA,95129.0,142188.0
4797,delis/diners,CA,94114.0,300000.0
4806,delis/diners,CA,94108.0,56013.0
4810,delis/diners,CA,94118.0,63551.0
4812,delis/diners,CA,94123.0,110331.0
4847,delis/diners,CA,94107.0,120979.0
4855,delis/diners,CA,94110.0,38568.0
4885,delis/diners,CA,94123.0,110331.0
4895,delis/diners,CA,94107.0,120979.0
4905,delis/diners,CA,94103.0,17195.0
4910,delis/diners,CA,94110.0,38568.0
4914,delis/diners,CA,94110.0,38568.0
4925,delis/diners,CA,94103.0,17195.0
4934,delis/diners,CA,94124.0,92794.0
4939,delis/diners,CA,94116.0,60686.0
4942,delis/diners,CA,94132.0,67378.0
4947,delis/diners,CA,94122.0,109102.0
4983,delis/diners,CA,94121.0,131522.0
4998,delis/diners,CA,94132.0,67378.0
5014,delis/diners,CA,94115.0,141923.0
5021,delis/diners,CA,94132.0,67378.0
5025,delis/diners,CA,94122.0,109102.0
5034,delis/diners,CA,94118.0,63551.0
5039,delis/diners,CA,94117.0,300000.0
5056,delis/diners,CA,94116.0,60686.0
5057,delis/diners,CA,94114.0,300000.0
5059,delis/diners,CA,94127.0,300000.0
5063,delis/diners,CA,94121.0,131522.0
5067,delis/diners,CA,94115.0,141923.0
5071,delis/diners,CA,94121.0,131522.0
5075,delis/diners,CA,94122.0,109102.0
5094,delis/diners,CA,94102.0,21830.0
5104,delis/diners,CA,94110.0,38568.0
5116,delis/diners,CA,94117.0,300000.0
5126,delis/diners,CA,94109.0,105824.0
5141,delis/diners,CA,94112.0,83574.0
5143,delis/diners,CA,94109.0,105824.0
5144,delis/diners,CA,94112.0,83574.0
5149,delis/diners,CA,94118.0,63551.0
5163,delis/diners,CA,94109.0,105824.0
5166,delis/diners,CA,94102.0,21830.0
5176,delis/diners,CA,94110.0,38568.0
5189,delis/diners,CA,94501.0,43007.0
5192,delis/diners,CA,94606.0,63541.0
5193,delis/diners,CA,94607.0,39174.0
5197,delis/diners,CA,94606.0,63541.0
5201,delis/diners,CA,94612.0,78171.0
5204,delis/diners,CA,94501.0,43007.0
5205,delis/diners,CA,94579.0,60725.0
5206,delis/diners,CA,94544.0,51352.0
5207,delis/diners,CA,94546.0,300000.0
5209,delis/diners,CA,94546.0,300000.0
5210,delis/diners,CA,94546.0,300000.0
5211,delis/diners,CA,94579.0,60725.0
5212,delis/diners,CA,94578.0,300000.0
5215,delis/diners,CA,94607.0,39174.0
5218,delis/diners,CA,94501.0,43007.0
5235,delis/diners,CA,94608.0,20114.0
5244,delis/diners,CA,94501.0,43007.0
5245,delis/diners,CA,94601.0,40160.0
5252,delis/diners,CA,94608.0,20114.0
5260,delis/diners,CA,94609.0,79518.0
5264,delis/diners,CA,94607.0,39174.0
5281,delis/diners,CA,94702.0,46329.0
5289,delis/diners,CA,94612.0,78171.0
