zip_code,count,median
91307,1,89857
94546,3,300000
10459,1,24844
60103,1,300000
60091,2,300000
11206,1,52856
92113,1,30148
60048,1,36002
20191,2,101584
90502,1,63800
60642,3,74140
92101,3,69051
91411,1,22542
32216,2,66153
91791,2,104414
77478,3,80183
90061,1,44268
60607,7,125702
60155,2,59028
75240,5,71788
91302,1,300000
11103,1,82248
11210,2,48829
90813,4,24828
60090,3,58788
20110,2,72878
11419,1,41819
75182,1,124918
90713,2,75940
60131,1,36424
20155,2,105372
90041,4,59408
32224,1,300000
92115,1,28255
75248,2,86387
77375,2,136637
11221,1,45627
60714,7,76515
75228,2,32787
10303,1,300000
10022,1,17622
75002,2,169040
11209,1,95157
22043,3,155572
60162,2,52069
60067,2,300000
75052,3,104518
93726,4,46592
91776,1,47607
37214,1,76631
77494,3,141709
75023,1,300000
10013,1,54857
92683,2,43211
94116,2,60686
93720,5,43176
92843,1,36354
91402,2,42001
77598,2,32372
93728,1,23315
91803,1,58614
91316,1,300000
94102,2,21830
92104,1,54831
90240,1,300000
11223,1,33741
75019,3,300000
75025,2,300000
91335,3,59693
75149,2,43792
93611,5,89265
90066,3,116703
32034,2,22789
91204,1,55120
60804,2,35830
22202,1,113550
11435,1,66568
60614,7,54244
90604,1,62108
91406,3,39263
91324,8,44427
93306,1,59094
94124,1,92794
90631,9,72539
77074,1,62806
77304,4,64826
77502,2,34116
60047,1,157184
22203,6,65963
22151,2,300000
94087,3,113437
91732,1,57351
75051,3,46591
92107,1,92153
90706,2,300000
94063,1,43771
20109,3,50724
91731,1,55648
75060,3,31748
11218,1,44950
77396,1,16245
77401,1,300000
77098,3,172493
37204,3,54579
32308,2,42408
90248,1,300000
75225,3,300000
77345,1,86673
60045,1,162335
91504,2,63799
60053,1,300000
90405,2,46977
75071,2,82641
77096,2,133447
32129,2,36907
90024,7,91139
60031,5,300000
20151,7,300000
11104,1,67771
60005,1,83407
90065,2,300000
20170,2,300000
90003,1,34678
90804,1,39139
75043,3,62805
94115,2,141923
60064,1,45288
90270,1,21049
60305,1,166684
32118,2,28511
75075,7,26215
60625,4,65824
75068,1,42947
77338,4,60475
92821,1,64980
91340,1,66670
32068,1,49944
22191,1,300000
90247,2,35604
91764,5,44939
91401,2,54369
20176,1,38960
11216,1,43209
32084,2,60742
60638,1,53244
91706,1,42556
77034,2,39263
75237,2,17957
60641,2,38893
93706,1,18241
11368,1,72674
10021,2,0
91001,1,300000
60164,1,42306
95129,1,142188
91367,4,72104
75087,3,300000
7302,1,40321
10463,1,24253
92845,2,300000
94014,2,74953
11354,1,57563
93291,3,25640
77056,2,45189
75246,1,26736
90815,9,63316
60707,2,300000
60172,1,97129
90012,2,15956
10065,1,118775
60077,3,60332
91101,5,43316
93309,4,42479
90068,1,98295
75230,2,108288
32217,2,16659
91505,5,300000
77388,1,109613
22315,2,141414
77373,2,58378
94108,1,56013
91203,1,34908
75065,2,77070
32207,3,29766
91311,4,90602
37211,3,300000
60021,2,300000
22192,2,78914
94110,6,38568
60007,6,48822
90017,3,58114
90056,1,38801
92103,1,88389
90010,2,300000
77459,1,139452
11102,1,81067
90680,1,47046
75024,3,93054
60653,1,58519
22015,2,138532
94501,5,43007
90621,1,52358
10305,1,91021
90034,4,300000
75080,7,62412
10004,3,0
91304,1,41995
60130,1,51303
75040,4,63817
90029,1,28797
90254,1,117114
90028,3,83180
37215,3,129747
11417,1,58417
37115,1,28638
90404,1,94342
92116,2,37570
60148,2,58725
