zip_code,count,median
77346,4,68943
76018,1,68712
60626,1,42875
60046,2,69791
77382,2,121972
60651,4,24711
75067,21,300000
10019,1,69242
22311,1,47374
77489,2,47940
37013,2,43894
20147,8,119556
93612,10,46353
90703,5,96089
75287,9,32230
10002,4,91469
75116,2,47424
10454,1,38649
60088,2,0
77070,1,65430
90255,6,27107
91601,1,40557
75056,9,300000
77032,1,51439
22182,2,113602
75050,2,34200
37203,5,23571
60004,5,95962
22306,3,58295
20148,2,300000
11237,4,62611
77057,3,59601
93449,1,94742
10026,1,25997
60647,7,66598
90292,2,94781
91364,1,44205
90640,5,49628
91405,3,37333
10309,1,68801
60025,1,69189
94709,1,35427
90291,2,117987
37217,5,27852
90630,6,300000
91307,1,89857
60008,10,78572
10459,3,24844
60644,3,37632
60091,2,300000
10010,2,151229
75216,3,21279
11206,4,52856
20191,2,101584
90502,4,63800
60642,1,74140
92101,5,69051
91411,1,22542
32216,3,66153
7002,4,42240
77478,6,80183
90061,8,44268
60607,4,125702
60155,1,59028
75240,3,71788
11103,3,82248
11210,3,48829
90813,4,24828
60090,2,58788
60630,2,59734
20110,12,72878
11212,8,37854
90713,6,75940
90810,4,94556
60131,1,36424
20155,4,105372
90041,5,59408
32224,1,300000
92115,1,28255
75248,3,86387
11221,2,45627
60714,8,76515
75228,3,32787
10022,3,17622
75002,12,169040
60069,1,148103
77072,4,300000
77025,2,58056
22043,1,155572
60162,1,52069
60067,4,300000
90007,6,38672
75052,10,104518
93726,4,46592
91776,3,47607
37214,1,76631
75023,10,300000
10013,1,54857
92683,6,43211
94116,3,60686
90744,4,31470
93720,5,43176
60656,1,64415
90504,5,300000
91402,5,42001
11235,3,46412
93728,3,23315
91803,7,58614
94102,3,21830
92104,1,54831
90240,6,300000
90038,4,47458
11223,1,33741
90001,6,30036
75019,4,300000
32117,6,25573
90008,5,70607
75025,3,300000
91335,1,59693
75149,3,43792
93611,3,89265
90066,2,116703
91204,1,55120
60804,3,35830
22202,5,113550
60614,4,54244
91406,1,39263
91324,3,44427
93306,7,59094
94124,2,92794
90631,2,72539
77074,3,62806
77304,6,64826
77502,2,34116
37138,1,300000
60712,1,56994
60047,2,157184
22203,4,65963
90026,4,93139
77090,1,29351
90011,2,25700
10456,2,17622
22151,2,300000
60087,1,39088
75051,4,46591
75057,4,100153
10474,1,25806
7020,1,300000
90706,10,300000
90032,1,38818
20109,14,50724
75060,5,31748
11218,2,44950
77396,2,16245
37167,2,79894
77401,1,300000
90275,2,105522
10550,2,50932
77098,3,172493
37204,4,54579
32308,3,42408
90248,6,300000
75225,2,300000
90037,4,24958
77345,3,86673
60053,2,300000
90405,2,46977
90033,6,300000
75071,4,82641
77096,7,133447
10468,3,36911
32129,1,36907
90024,3,91139
90063,5,52980
60031,9,300000
92844,1,55347
11234,5,100578
20151,9,300000
11104,3,67771
90065,4,300000
77039,1,47473
20170,3,300000
90003,4,34678
90804,2,39139
75043,6,62805
94115,2,141923
90270,4,21049
32118,1,28511
75075,12,26215
60625,4,65824
75068,5,42947
77338,11,60475
10030,3,67666
20165,3,115029
77506,1,27462
90249,8,52730
10457,5,19175
22191,1,300000
90247,9,35604
10701,2,80933
7208,1,48002
20176,1,38960
11216,6,43209
10460,2,14119
77034,1,39263
75237,2,17957
60641,3,38893
11368,7,72674
10021,2,0
91001,1,300000
10704,2,300000
60164,1,42306
95129,1,142188
91761,1,43681
10470,1,52788
60104,2,300000
7302,1,40321
10463,5,24253
10306,1,86687
92845,3,300000
90031,4,27902
94014,2,74953
11354,1,57563
93291,2,25640
77056,2,45189
75246,3,26736
90815,5,63316
60707,3,300000
90012,1,15956
75211,4,23286
10065,1,118775
60077,2,60332
75006,15,79305
93309,8,42479
60608,4,48321
75230,2,108288
32217,1,16659
91505,3,300000
77388,3,109613
11231,1,120695
22315,2,141414
77373,2,58378
94108,1,56013
32207,1,29766
91311,1,90602
37211,5,300000
60021,1,300000
7631,1,141594
60639,6,44634
22192,2,78914
94110,3,38568
60007,3,48822
10472,6,29713
90260,6,45831
90017,2,58114
90056,1,38801
75022,2,125217
90010,2,300000
77459,2,139452
11102,1,81067
90680,2,47046
90057,4,22191
75024,4,93054
22015,2,138532
94501,1,43007
90034,4,300000
75080,5,62412
60130,2,51303
75040,11,63817
60610,3,97367
90029,3,28797
37209,1,48481
90006,1,28469
90028,7,83180
10037,1,59902
90404,3,94342
60030,1,91463
60148,3,58725
77031,1,57194
10302,1,74564
