zip_code,burger_count,median,hotdog_count,mex_count,pizza_count,deli_count
93304,0,56986,5.0,0,0,0
37620,0,38962,5.0,0,0,0
90241,0,53192,7.0,0,0,0
60612,0,11398,1.0,0,0,0
90022,0,44387,7.0,0,0,0
37043,0,48077,4.0,0,0,0
60160,0,40406,6.0,0,0,0
90005,0,25809,2.0,0,0,0
77084,0,300000,3.0,0,0,0
22042,0,300000,6.0,0,0,0
10461,0,47243,6.0,0,0,0
75150,0,66697,10.0,0,0,0
77389,0,300000,5.0,0,0,0
90222,0,28460,4.0,0,0,0
75209,0,44734,2.0,0,0,0
90670,0,60661,8.0,0,0,0
90303,0,80697,9.0,0,0,0
77339,0,96054,10.0,0,0,0
22102,0,222333,2.0,0,0,0
75062,0,300000,5.0,0,0,0
11106,0,0,3.0,0,0,0
75234,0,74707,11.0,0,0,0
32277,0,42273,1.0,0,0,0
60153,0,29894,3.0,0,0,0
10466,0,36703,3.0,0,0,0
77083,0,300000,1.0,0,0,0
94601,0,40160,1.0,0,0,0
22206,0,99406,1.0,0,0,0
37207,0,22611,2.0,0,0,0
10469,0,69658,3.0,0,0,0
11219,0,27801,2.0,0,0,0
92841,0,67012,1.0,0,0,0
77479,0,67678,1.0,0,0,0
75093,0,93560,5.0,0,0,0
37042,0,52917,2.0,0,0,0
37027,0,121721,5.0,0,0,0
75229,0,128666,2.0,0,0,0
90806,0,37827,5.0,0,0,0
93727,0,300000,4.0,0,0,0
11226,0,32427,10.0,0,0,0
93311,0,91187,4.0,0,0,0
90245,0,86968,3.0,0,0,0
11385,0,64342,2.0,0,0,0
90042,0,49009,8.0,0,0,0
10033,0,56347,4.0,0,0,0
20164,0,300000,3.0,0,0,0
90046,0,46897,2.0,0,0,0
20171,0,73413,4.0,0,0,0
22207,0,300000,2.0,0,0,0
75041,0,37138,7.0,0,0,0
32073,0,43800,9.0,0,0,0
90716,0,96094,2.0,0,0,0
32174,0,38699,1.0,0,0,0
75044,0,56935,2.0,0,0,0
60015,0,300000,3.0,0,0,0
75015,0,34086,10.0,0,0,0
10475,0,41374,3.0,0,0,0
77085,0,71688,3.0,0,0,0
90602,0,48157,1.0,0,0,0
60602,0,62317,1.0,0,0,0
60513,0,73287,1.0,0,0,0
60302,0,98137,3.0,0,0,0
32256,0,51507,1.0,0,0,0
11372,0,46396,4.0,0,0,0
32303,0,39098,1.0,0,0,0
10038,0,49704,6.0,0,0,0
92804,0,300000,3.0,0,0,0
90201,0,56738,8.0,0,0,0
91403,0,63169,1.0,0,0,0
60618,0,109819,9.0,0,0,0
7104,0,22745,1.0,0,0,0
75231,0,26723,7.0,0,0,0
32301,0,48248,3.0,0,0,0
10016,0,68128,1.0,0,0,0
60014,0,76573,6.0,0,0,0
94117,0,300000,1.0,0,0,0
77477,0,56852,6.0,0,0,0
37064,0,114508,1.0,0,0,0
75224,0,37844,2.0,0,0,0
75001,0,70948,2.0,0,0,0
11207,0,19694,4.0,0,0,0
60706,0,45630,3.0,0,0,0
60061,0,51711,2.0,0,0,0
91103,0,44804,1.0,0,0,0
60074,0,300000,4.0,0,0,0
91745,0,57321,1.0,0,0,0
77498,0,300000,3.0,0,0,0
7206,0,59689,1.0,0,0,0
22041,0,65204,4.0,0,0,0
90048,0,62610,4.0,0,0,0
91205,0,39268,3.0,0,0,0
75208,0,43461,1.0,0,0,0
91007,0,52547,2.0,0,0,0
10040,0,76494,4.0,0,0,0
32097,0,70640,1.0,0,0,0
20132,0,300000,2.0,0,0,0
77019,0,55778,1.0,0,0,0
93313,0,46767,2.0,0,0,0
90650,0,300000,14.0,0,0,0
90023,0,19354,7.0,0,0,0
75007,0,65585,16.0,0,0,0
75219,0,126166,6.0,0,0,0
11215,0,73722,4.0,0,0,0
20120,0,115256,2.0,0,0,0
77429,0,70037,1.0,0,0,0
91343,0,85144,1.0,0,0,0
75201,0,74606,2.0,0,0,0
77450,0,102269,4.0,0,0,0
75081,0,83502,14.0,0,0,0
11374,0,80384,3.0,0,0,0
60062,0,101106,2.0,0,0,0
93433,0,300000,1.0,0,0,0
60076,0,103192,3.0,0,0,0
22193,0,125048,3.0,0,0,0
24202,0,51504,1.0,0,0,0
7047,0,300000,1.0,0,0,0
22302,0,121631,1.0,0,0,0
91030,0,55405,1.0,0,0,0
22408,0,69869,1.0,0,0,0
90501,0,63008,6.0,0,0,0
75205,0,215868,1.0,0,0,0
22180,0,300000,3.0,0,0,0
75074,0,105287,6.0,0,0,0
75098,0,84934,1.0,0,0,0
77504,0,78790,1.0,0,0,0
60646,0,111554,3.0,0,0,0
90044,0,27101,3.0,0,0,0
90045,0,107969,11.0,0,0,0
77005,0,300000,1.0,0,0,0
22150,0,88102,4.0,0,0,0
90027,0,64881,5.0,0,0,0
90620,0,73636,10.0,0,0,0
11418,0,71093,1.0,0,0,0
10455,0,21900,7.0,0,0,0
11238,0,65566,2.0,0,0,0
90808,0,300000,4.0,0,0,0
60181,0,73947,1.0,0,0,0
93308,0,35774,5.0,0,0,0
22033,0,300000,4.0,0,0,0
77306,0,39848,1.0,0,0,0
93420,0,63124,1.0,0,0,0
75077,0,300000,5.0,0,0,0
93710,0,30873,7.0,0,0,0
90505,0,300000,7.0,0,0,0
11378,0,49897,1.0,0,0,0
10036,0,0,2.0,0,0,0
60546,0,60063,2.0,0,0,0
10023,0,160021,2.0,0,0,0
75215,0,19549,2.0,0,0,0
90745,0,57020,11.0,0,0,0
77081,0,21377,5.0,0,0,0
90701,0,61821,2.0,0,0,0
90035,0,77492,2.0,0,0,0
90746,0,48895,5.0,0,0,0
37210,0,300000,3.0,0,0,0
11230,0,48180,1.0,0,0,0
93305,0,52669,3.0,0,0,0
91201,0,70374,1.0,0,0,0
75034,0,300000,20.0,0,0,0
22003,0,82442,3.0,0,0,0
90503,0,300000,7.0,0,0,0
93292,0,32526,5.0,0,0,0
75204,0,84399,3.0,0,0,0
60016,0,65670,6.0,0,0,0
90036,0,300000,2.0,0,0,0
77346,0,68943,4.0,0,0,0
76018,0,68712,1.0,0,0,0
60626,0,42875,1.0,0,0,0
60046,0,69791,2.0,0,0,0
77382,0,121972,2.0,0,0,0
60651,0,24711,4.0,0,0,0
75067,0,300000,21.0,0,0,0
10019,0,69242,1.0,0,0,0
22311,0,47374,1.0,0,0,0
77489,0,47940,2.0,0,0,0
37013,0,43894,2.0,0,0,0
20147,0,119556,8.0,0,0,0
93612,0,46353,10.0,0,0,0
90703,0,96089,5.0,0,0,0
75287,0,32230,9.0,0,0,0
10002,0,91469,4.0,0,0,0
75116,0,47424,2.0,0,0,0
10454,0,38649,1.0,0,0,0
60088,0,0,2.0,0,0,0
77070,0,65430,1.0,0,0,0
90255,0,27107,6.0,0,0,0
91601,0,40557,1.0,0,0,0
75056,0,300000,9.0,0,0,0
77032,0,51439,1.0,0,0,0
22182,0,113602,2.0,0,0,0
75050,0,34200,2.0,0,0,0
37203,0,23571,5.0,0,0,0
60004,0,95962,5.0,0,0,0
22306,0,58295,3.0,0,0,0
20148,0,300000,2.0,0,0,0
11237,0,62611,4.0,0,0,0
77057,0,59601,3.0,0,0,0
93449,0,94742,1.0,0,0,0
10026,0,25997,1.0,0,0,0
60647,0,66598,7.0,0,0,0
90292,0,94781,2.0,0,0,0
91364,0,44205,1.0,0,0,0
90640,0,49628,5.0,0,0,0
91405,0,37333,3.0,0,0,0
10309,0,68801,1.0,0,0,0
60025,0,69189,1.0,0,0,0
94709,0,35427,1.0,0,0,0
90291,0,117987,2.0,0,0,0
37217,0,27852,5.0,0,0,0
90630,0,300000,6.0,0,0,0
91307,0,89857,1.0,0,0,0
60008,0,78572,10.0,0,0,0
10459,0,24844,3.0,0,0,0
60644,0,37632,3.0,0,0,0
60091,0,300000,2.0,0,0,0
10010,0,151229,2.0,0,0,0
75216,0,21279,3.0,0,0,0
11206,0,52856,4.0,0,0,0
20191,0,101584,2.0,0,0,0
90502,0,63800,4.0,0,0,0
60642,0,74140,1.0,0,0,0
92101,0,69051,5.0,0,0,0
91411,0,22542,1.0,0,0,0
32216,0,66153,3.0,0,0,0
7002,0,42240,4.0,0,0,0
77478,0,80183,6.0,0,0,0
90061,0,44268,8.0,0,0,0
60607,0,125702,4.0,0,0,0
60155,0,59028,1.0,0,0,0
75240,0,71788,3.0,0,0,0
11103,0,82248,3.0,0,0,0
11210,0,48829,3.0,0,0,0
90813,0,24828,4.0,0,0,0
60090,0,58788,2.0,0,0,0
60630,0,59734,2.0,0,0,0
20110,0,72878,12.0,0,0,0
11212,0,37854,8.0,0,0,0
90713,0,75940,6.0,0,0,0
90810,0,94556,4.0,0,0,0
60131,0,36424,1.0,0,0,0
20155,0,105372,4.0,0,0,0
90041,0,59408,5.0,0,0,0
32224,0,300000,1.0,0,0,0
92115,0,28255,1.0,0,0,0
75248,0,86387,3.0,0,0,0
11221,0,45627,2.0,0,0,0
60714,0,76515,8.0,0,0,0
75228,0,32787,3.0,0,0,0
10022,0,17622,3.0,0,0,0
75002,0,169040,12.0,0,0,0
60069,0,148103,1.0,0,0,0
77072,0,300000,4.0,0,0,0
77025,0,58056,2.0,0,0,0
22043,0,155572,1.0,0,0,0
60162,0,52069,1.0,0,0,0
60067,0,300000,4.0,0,0,0
90007,0,38672,6.0,0,0,0
75052,0,104518,10.0,0,0,0
93726,0,46592,4.0,0,0,0
91776,0,47607,3.0,0,0,0
37214,0,76631,1.0,0,0,0
75023,0,300000,10.0,0,0,0
10013,0,54857,1.0,0,0,0
92683,0,43211,6.0,0,0,0
94116,0,60686,3.0,0,0,0
90744,0,31470,4.0,0,0,0
93720,0,43176,5.0,0,0,0
60656,0,64415,1.0,0,0,0
90504,0,300000,5.0,0,0,0
91402,0,42001,5.0,0,0,0
11235,0,46412,3.0,0,0,0
93728,0,23315,3.0,0,0,0
91803,0,58614,7.0,0,0,0
94102,0,21830,3.0,0,0,0
92104,0,54831,1.0,0,0,0
90240,0,300000,6.0,0,0,0
90038,0,47458,4.0,0,0,0
11223,0,33741,1.0,0,0,0
90001,0,30036,6.0,0,0,0
75019,0,300000,4.0,0,0,0
32117,0,25573,6.0,0,0,0
90008,0,70607,5.0,0,0,0
75025,0,300000,3.0,0,0,0
91335,0,59693,1.0,0,0,0
75149,0,43792,3.0,0,0,0
93611,0,89265,3.0,0,0,0
90066,0,116703,2.0,0,0,0
91204,0,55120,1.0,0,0,0
60804,0,35830,3.0,0,0,0
22202,0,113550,5.0,0,0,0
60614,0,54244,4.0,0,0,0
91406,0,39263,1.0,0,0,0
91324,0,44427,3.0,0,0,0
93306,0,59094,7.0,0,0,0
94124,0,92794,2.0,0,0,0
90631,0,72539,2.0,0,0,0
77074,0,62806,3.0,0,0,0
77304,0,64826,6.0,0,0,0
77502,0,34116,2.0,0,0,0
37138,0,300000,1.0,0,0,0
60712,0,56994,1.0,0,0,0
60047,0,157184,2.0,0,0,0
22203,0,65963,4.0,0,0,0
90026,0,93139,4.0,0,0,0
77090,0,29351,1.0,0,0,0
90011,0,25700,2.0,0,0,0
10456,0,17622,2.0,0,0,0
22151,0,300000,2.0,0,0,0
60087,0,39088,1.0,0,0,0
75051,0,46591,4.0,0,0,0
75057,0,100153,4.0,0,0,0
10474,0,25806,1.0,0,0,0
7020,0,300000,1.0,0,0,0
90706,0,300000,10.0,0,0,0
90032,0,38818,1.0,0,0,0
20109,0,50724,14.0,0,0,0
75060,0,31748,5.0,0,0,0
11218,0,44950,2.0,0,0,0
77396,0,16245,2.0,0,0,0
37167,0,79894,2.0,0,0,0
77401,0,300000,1.0,0,0,0
90275,0,105522,2.0,0,0,0
10550,0,50932,2.0,0,0,0
77098,0,172493,3.0,0,0,0
37204,0,54579,4.0,0,0,0
32308,0,42408,3.0,0,0,0
90248,0,300000,6.0,0,0,0
75225,0,300000,2.0,0,0,0
90037,0,24958,4.0,0,0,0
77345,0,86673,3.0,0,0,0
60053,0,300000,2.0,0,0,0
90405,0,46977,2.0,0,0,0
90033,0,300000,6.0,0,0,0
75071,0,82641,4.0,0,0,0
77096,0,133447,7.0,0,0,0
10468,0,36911,3.0,0,0,0
32129,0,36907,1.0,0,0,0
90024,0,91139,3.0,0,0,0
90063,0,52980,5.0,0,0,0
60031,0,300000,9.0,0,0,0
92844,0,55347,1.0,0,0,0
11234,0,100578,5.0,0,0,0
20151,0,300000,9.0,0,0,0
11104,0,67771,3.0,0,0,0
90065,0,300000,4.0,0,0,0
77039,0,47473,1.0,0,0,0
20170,0,300000,3.0,0,0,0
90003,0,34678,4.0,0,0,0
90804,0,39139,2.0,0,0,0
75043,0,62805,6.0,0,0,0
94115,0,141923,2.0,0,0,0
90270,0,21049,4.0,0,0,0
32118,0,28511,1.0,0,0,0
75075,0,26215,12.0,0,0,0
60625,0,65824,4.0,0,0,0
75068,0,42947,5.0,0,0,0
77338,0,60475,11.0,0,0,0
10030,0,67666,3.0,0,0,0
20165,0,115029,3.0,0,0,0
77506,0,27462,1.0,0,0,0
90249,0,52730,8.0,0,0,0
10457,0,19175,5.0,0,0,0
22191,0,300000,1.0,0,0,0
90247,0,35604,9.0,0,0,0
10701,0,80933,2.0,0,0,0
7208,0,48002,1.0,0,0,0
20176,0,38960,1.0,0,0,0
11216,0,43209,6.0,0,0,0
10460,0,14119,2.0,0,0,0
77034,0,39263,1.0,0,0,0
75237,0,17957,2.0,0,0,0
60641,0,38893,3.0,0,0,0
11368,0,72674,7.0,0,0,0
10021,0,0,2.0,0,0,0
91001,0,300000,1.0,0,0,0
10704,0,300000,2.0,0,0,0
60164,0,42306,1.0,0,0,0
95129,0,142188,1.0,0,0,0
91761,0,43681,1.0,0,0,0
10470,0,52788,1.0,0,0,0
60104,0,300000,2.0,0,0,0
7302,0,40321,1.0,0,0,0
10463,0,24253,5.0,0,0,0
10306,0,86687,1.0,0,0,0
92845,0,300000,3.0,0,0,0
90031,0,27902,4.0,0,0,0
94014,0,74953,2.0,0,0,0
11354,0,57563,1.0,0,0,0
93291,0,25640,2.0,0,0,0
77056,0,45189,2.0,0,0,0
75246,0,26736,3.0,0,0,0
90815,0,63316,5.0,0,0,0
60707,0,300000,3.0,0,0,0
90012,0,15956,1.0,0,0,0
75211,0,23286,4.0,0,0,0
10065,0,118775,1.0,0,0,0
60077,0,60332,2.0,0,0,0
75006,0,79305,15.0,0,0,0
93309,0,42479,8.0,0,0,0
60608,0,48321,4.0,0,0,0
75230,0,108288,2.0,0,0,0
32217,0,16659,1.0,0,0,0
91505,0,300000,3.0,0,0,0
77388,0,109613,3.0,0,0,0
11231,0,120695,1.0,0,0,0
22315,0,141414,2.0,0,0,0
77373,0,58378,2.0,0,0,0
94108,0,56013,1.0,0,0,0
32207,0,29766,1.0,0,0,0
91311,0,90602,1.0,0,0,0
37211,0,300000,5.0,0,0,0
60021,0,300000,1.0,0,0,0
7631,0,141594,1.0,0,0,0
60639,0,44634,6.0,0,0,0
22192,0,78914,2.0,0,0,0
94110,0,38568,3.0,0,0,0
60007,0,48822,3.0,0,0,0
10472,0,29713,6.0,0,0,0
90260,0,45831,6.0,0,0,0
90017,0,58114,2.0,0,0,0
90056,0,38801,1.0,0,0,0
75022,0,125217,2.0,0,0,0
90010,0,300000,2.0,0,0,0
77459,0,139452,2.0,0,0,0
11102,0,81067,1.0,0,0,0
90680,0,47046,2.0,0,0,0
90057,0,22191,4.0,0,0,0
75024,0,93054,4.0,0,0,0
22015,0,138532,2.0,0,0,0
94501,0,43007,1.0,0,0,0
90034,0,300000,4.0,0,0,0
75080,0,62412,5.0,0,0,0
60130,0,51303,2.0,0,0,0
75040,0,63817,11.0,0,0,0
60610,0,97367,3.0,0,0,0
90029,0,28797,3.0,0,0,0
37209,0,48481,1.0,0,0,0
90006,0,28469,1.0,0,0,0
90028,0,83180,7.0,0,0,0
10037,0,59902,1.0,0,0,0
90404,0,94342,3.0,0,0,0
60030,0,91463,1.0,0,0,0
60148,0,58725,3.0,0,0,0
77031,0,57194,1.0,0,0,0
10302,0,74564,1.0,0,0,0
60089,0,102256,0,4.0,0,0
60402,0,52331,0,4.0,0,0
90304,0,36108,0,4.0,0,0
94122,0,109102,0,1.0,0,0
90755,0,36506,0,1.0,0,0
91356,0,44404,0,1.0,0,0
10467,0,25840,0,1.0,0,0
91303,0,88567,0,2.0,0,0
22301,0,300000,0,1.0,0,0
75039,0,0,0,2.0,0,0
90262,0,41431,0,8.0,0,0
77386,0,58424,0,1.0,0,0
90210,0,208338,0,2.0,0,0
94118,0,63551,0,4.0,0,0
91741,0,300000,0,1.0,0,0
60068,0,300000,0,1.0,0,0
24201,0,25864,0,1.0,0,0
60176,0,62081,0,1.0,0,0
93277,0,87021,0,7.0,0,0
10003,0,300000,0,4.0,0,0
11205,0,300000,0,3.0,0,0
90638,0,96936,0,5.0,0,0
91801,0,104023,0,5.0,0,0
90064,0,300000,0,3.0,0,0
94043,0,97043,0,1.0,0,0
75078,0,94555,0,1.0,0,0
90047,0,26090,0,3.0,0,0
22030,0,300000,0,6.0,0,0
90242,0,76695,0,6.0,0,0
10462,0,50224,0,2.0,0,0
94080,0,96033,0,4.0,0,0
37066,0,57335,0,2.0,0,0
77381,0,74749,0,4.0,0,0
10025,0,300000,0,2.0,0,0
90710,0,48109,0,2.0,0,0
77379,0,48975,0,3.0,0,0
11101,0,40506,0,2.0,0,0
94612,0,78171,0,2.0,0,0
77385,0,90121,0,2.0,0,0
11204,0,51028,0,1.0,0,0
75063,0,73694,0,9.0,0,0
60616,0,44154,0,1.0,0,0
60634,0,54001,0,1.0,0,0
37212,0,0,0,1.0,0,0
93536,0,57343,0,1.0,0,0
77017,0,47364,0,1.0,0,0
60613,0,117215,0,6.0,0,0
75218,0,55994,0,3.0,0,0
60657,0,58437,0,9.0,0,0
75223,0,35556,0,1.0,0,0
90018,0,37415,0,1.0,0,0
92106,0,300000,0,1.0,0,0
90740,0,65316,0,2.0,0,0
90723,0,45286,0,4.0,0,0
22303,0,86214,0,2.0,0,0
90230,0,300000,0,10.0,0,0
77095,0,41168,0,3.0,0,0
52601,0,300000,0,4.0,0,0
11220,0,38931,0,1.0,0,0
90212,0,89224,0,2.0,0,0
91104,0,300000,0,6.0,0,0
90019,0,42865,0,2.0,0,0
91506,0,300000,0,1.0,0,0
75035,0,300000,0,4.0,0,0
11379,0,57353,0,2.0,0,0
94109,0,105824,0,2.0,0,0
77301,0,56057,0,4.0,0,0
75212,0,27521,0,2.0,0,0
91606,0,41169,0,1.0,0,0
11373,0,28666,0,2.0,0,0
77035,0,71137,0,2.0,0,0
22305,0,52927,0,1.0,0,0
77449,0,300000,0,2.0,0,0
11377,0,300000,0,7.0,0,0
90712,0,99591,0,6.0,0,0
90280,0,42954,0,9.0,0,0
75244,0,151318,0,3.0,0,0
90802,0,28386,0,4.0,0,0
11201,0,105949,0,5.0,0,0
60060,0,77622,0,3.0,0,0
60070,0,300000,0,1.0,0,0
94121,0,131522,0,2.0,0,0
75061,0,52672,0,1.0,0,0
93722,0,53793,0,4.0,0,0
75238,0,34726,0,3.0,0,0
75028,0,75687,0,4.0,0,0
11214,0,45784,0,1.0,0,0
22205,0,172306,0,1.0,0,0
92833,0,300000,0,3.0,0,0
90606,0,58849,0,5.0,0,0
77036,0,20792,0,1.0,0,0
90660,0,73063,0,11.0,0,0
11236,0,73363,0,2.0,0,0
22304,0,201141,0,1.0,0,0
60035,0,141411,0,1.0,0,0
90039,0,300000,0,5.0,0,0
90302,0,32606,0,1.0,0,0
91331,0,36414,0,1.0,0,0
11105,0,65991,0,4.0,0,0
75042,0,24891,0,4.0,0,0
11211,0,87129,0,10.0,0,0
10451,0,13246,0,2.0,0,0
94702,0,46329,0,1.0,0,0
94112,0,83574,0,5.0,0,0
90062,0,38509,0,1.0,0,0
75010,0,82207,0,1.0,0,0
91754,0,60854,0,3.0,0,0
60018,0,55845,0,6.0,0,0
60002,0,70658,0,1.0,0,0
60133,0,300000,0,1.0,0,0
20190,0,142406,0,4.0,0,0
75214,0,64156,0,3.0,0,0
90094,0,90712,0,2.0,0,0
7201,0,42072,0,2.0,0,0
90025,0,97041,0,10.0,0,0
22204,0,300000,0,1.0,0,0
91770,0,66462,0,1.0,0,0
10028,0,35461,0,3.0,0,0
60622,0,65457,0,7.0,0,0
20111,0,86659,0,1.0,0,0
22201,0,300000,0,2.0,0,0
92105,0,300000,0,3.0,0,0
10314,0,108326,0,1.0,0,0
60056,0,131178,0,4.0,0,0
10034,0,49572,0,4.0,0,0
22044,0,197065,0,2.0,0,0
91325,0,61041,0,1.0,0,0
75243,0,0,0,5.0,0,0
90717,0,140323,0,1.0,0,0
92102,0,30825,0,3.0,0,0
22310,0,300000,0,1.0,0,0
91780,0,19836,0,1.0,0,0
75180,0,55512,0,1.0,0,0
91352,0,76038,0,5.0,0,0
11232,0,47512,0,2.0,0,0
22031,0,159997,0,4.0,0,0
60085,0,46446,0,4.0,0,0
90059,0,12486,0,3.0,0,0
93703,0,21914,0,3.0,0,0
91214,0,86533,0,1.0,0,0
90266,0,206024,0,6.0,0,0
10032,0,17598,0,2.0,0,0
11222,0,63790,0,2.0,0,0
60605,0,15307,0,2.0,0,0
60010,0,142459,0,1.0,0,0
91605,0,26032,0,3.0,0,0
93702,0,24284,0,5.0,0,0
93312,0,68372,0,6.0,0,0
75235,0,55033,0,5.0,0,0
90015,0,36291,0,3.0,0,0
22152,0,147960,0,1.0,0,0
91723,0,64833,0,1.0,0,0
90803,0,104705,0,8.0,0,0
93711,0,83707,0,4.0,0,0
22101,0,300000,0,2.0,0,0
93721,0,27171,0,2.0,0,0
90605,0,300000,0,6.0,0,0
11375,0,103910,0,5.0,0,0
60107,0,300000,0,1.0,0,0
91107,0,24459,0,5.0,0,0
90807,0,77305,0,8.0,0,0
91604,0,300000,0,6.0,0,0
32210,0,21983,0,1.0,0,0
90805,0,52217,0,7.0,0,0
10014,0,96567,0,1.0,0,0
11229,0,67319,0,1.0,0,0
93534,0,56932,0,3.0,0,0
90221,0,43934,0,3.0,0,0
90016,0,25753,0,2.0,0,0
75252,0,300000,0,4.0,0,0
10458,0,45215,0,2.0,0,0
10471,0,93413,0,1.0,0,0
90278,0,300000,0,1.0,0,0
32114,0,33511,0,2.0,0,0
20121,0,106122,0,3.0,0,0
90043,0,31219,0,2.0,0,0
32003,0,300000,0,2.0,0,0
91733,0,33670,0,1.0,0,0
10029,0,58119,0,4.0,0,0
77380,0,300000,0,2.0,0,0
91602,0,76209,0,1.0,0,0
60106,0,65622,0,1.0,0,0
75069,0,59038,0,1.0,0,0
20136,0,134710,0,1.0,0,0
91106,0,35231,0,2.0,0,0
90301,0,32736,0,4.0,0,0
93725,0,32819,0,1.0,0,0
90220,0,43250,0,4.0,0,0
10031,0,0,0,3.0,0,0
93445,0,48931,0,1.0,0,0
37075,0,101195,0,1.0,0,0
77573,0,91692,0,1.0,0,0
77099,0,30582,0,1.0,0,0
77045,0,50593,0,1.0,0,0
75206,0,81177,0,8.0,0,0
10465,0,300000,0,1.0,0,0
75220,0,39393,0,6.0,0,0
32225,0,100253,0,2.0,0,0
60645,0,58498,0,1.0,0,0
92801,0,47315,0,5.0,0,0
90250,0,40862,0,7.0,0,0
10453,0,24947,0,1.0,0,0
91740,0,300000,0,1.0,0,0
60101,0,50570,0,2.0,0,0
60660,0,64803,0,1.0,0,0
11208,0,52769,0,2.0,0,0
75070,0,101768,0,2.0,0,0
93304,0,56986,0,4.0,0,0
90241,0,53192,0,6.0,0,0
60612,0,11398,0,2.0,0,0
90022,0,44387,0,9.0,0,0
37043,0,48077,0,3.0,0,0
60160,0,40406,0,1.0,0,0
90005,0,25809,0,1.0,0,0
77084,0,300000,0,1.0,0,0
22042,0,300000,0,1.0,0,0
10461,0,47243,0,1.0,0,0
22046,0,116916,0,1.0,0,0
75150,0,66697,0,1.0,0,0
77389,0,300000,0,1.0,0,0
91423,0,78022,0,2.0,0,0
90222,0,28460,0,3.0,0,0
75209,0,44734,0,3.0,0,0
90670,0,60661,0,3.0,0,0
90303,0,80697,0,4.0,0,0
77339,0,96054,0,1.0,0,0
22102,0,222333,0,3.0,0,0
75062,0,300000,0,9.0,0,0
11106,0,0,0,4.0,0,0
75234,0,74707,0,4.0,0,0
60093,0,218355,0,1.0,0,0
94601,0,40160,0,11.0,0,0
22206,0,99406,0,2.0,0,0
37207,0,22611,0,1.0,0,0
11219,0,27801,0,1.0,0,0
92841,0,67012,0,1.0,0,0
60189,0,83140,0,1.0,0,0
60137,0,119299,0,1.0,0,0
77479,0,67678,0,2.0,0,0
75093,0,93560,0,7.0,0,0
91502,0,35793,0,2.0,0,0
37042,0,52917,0,1.0,0,0
37027,0,121721,0,6.0,0,0
94107,0,120979,0,1.0,0,0
90806,0,37827,0,4.0,0,0
94127,0,300000,0,2.0,0,0
11226,0,32427,0,1.0,0,0
93311,0,91187,0,1.0,0,0
90245,0,86968,0,9.0,0,0
11385,0,64342,0,5.0,0,0
90042,0,49009,0,9.0,0,0
10033,0,56347,0,1.0,0,0
20164,0,300000,0,2.0,0,0
90601,0,78658,0,1.0,0,0
90046,0,46897,0,6.0,0,0
20171,0,73413,0,3.0,0,0
94608,0,20114,0,2.0,0,0
90049,0,300000,0,2.0,0,0
90403,0,156861,0,2.0,0,0
22207,0,300000,0,1.0,0,0
75041,0,37138,0,4.0,0,0
90720,0,43461,0,1.0,0,0
32073,0,43800,0,2.0,0,0
90716,0,96094,0,3.0,0,0
75044,0,56935,0,2.0,0,0
60015,0,300000,0,2.0,0,0
75015,0,34086,0,1.0,0,0
10475,0,41374,0,3.0,0,0
92110,0,122111,0,1.0,0,0
90602,0,48157,0,6.0,0,0
60602,0,62317,0,4.0,0,0
32246,0,76513,0,2.0,0,0
94114,0,300000,0,4.0,0,0
60632,0,300000,0,2.0,0,0
11372,0,46396,0,3.0,0,0
10038,0,49704,0,3.0,0,0
92804,0,300000,0,5.0,0,0
90201,0,56738,0,11.0,0,0
91403,0,63169,0,1.0,0,0
60618,0,109819,0,6.0,0,0
90293,0,71650,0,1.0,0,0
75231,0,26723,0,7.0,0,0
32301,0,48248,0,3.0,0,0
10016,0,68128,0,1.0,0,0
60014,0,76573,0,5.0,0,0
94117,0,300000,0,5.0,0,0
91701,0,34071,0,1.0,0,0
77477,0,56852,0,3.0,0,0
75001,0,70948,0,4.0,0,0
11207,0,19694,0,2.0,0,0
60706,0,45630,0,1.0,0,0
60061,0,51711,0,1.0,0,0
94132,0,67378,0,1.0,0,0
60074,0,300000,0,3.0,0,0
22041,0,65204,0,3.0,0,0
90048,0,62610,0,5.0,0,0
91205,0,39268,0,5.0,0,0
75208,0,43461,0,7.0,0,0
10040,0,76494,0,3.0,0,0
32097,0,70640,0,1.0,0,0
77019,0,55778,0,2.0,0,0
77030,0,102799,0,1.0,0,0
93313,0,46767,0,1.0,0,0
90650,0,300000,0,11.0,0,0
90023,0,19354,0,5.0,0,0
92832,0,92860,0,2.0,0,0
75007,0,65585,0,3.0,0,0
75219,0,126166,0,5.0,0,0
11215,0,73722,0,4.0,0,0
77429,0,70037,0,6.0,0,0
91343,0,85144,0,2.0,0,0
75201,0,74606,0,5.0,0,0
94085,0,115034,0,1.0,0,0
77450,0,102269,0,5.0,0,0
75081,0,83502,0,4.0,0,0
10011,0,100393,0,2.0,0,0
60062,0,101106,0,2.0,0,0
93433,0,300000,0,4.0,0,0
75233,0,22560,0,1.0,0,0
22193,0,125048,0,1.0,0,0
94123,0,110331,0,6.0,0,0
91030,0,55405,0,1.0,0,0
90501,0,63008,0,5.0,0,0
11369,0,300000,0,1.0,0,0
75205,0,215868,0,5.0,0,0
22180,0,300000,0,1.0,0,0
95002,0,76559,0,1.0,0,0
75074,0,105287,0,7.0,0,0
75098,0,84934,0,1.0,0,0
10024,0,300000,0,3.0,0,0
77504,0,78790,0,1.0,0,0
