Name,Type,Address,Zip Code
"(""Jimmy John's"",)",sandwiches,"('450 N Rte 31',)","('60012',)"
"('El Burrito Restaurant',)",mexican,"('6236 Northwest Hwy',)","('60014',)"
"('Burger King',)",hotdogs,"('250 Virginia Ave',)","('60014',)"
"('Taco Bell',)",mexican,"('420 Virginia St',)","('60014',)"
"('Antigua Mexican Grill',)",mexican,"('1500 Carlemont Dr',)","('60014',)"
"('Around The Clock Restaurant & Bakery',)",bakeries,"('5011 Northwest Hwy',)","('60014',)"
"('Pizza Hut',)",pizza,"('6314 Northwest Hwy',)","('60014',)"
"('Dairy Queen',)",icecream,"('35 Berkshire Dr',)","('60014',)"
"(""Arby's Roast Beef"",)",hotdogs,"('6000 Northwest Hwy',)","('60014',)"
"(""Tommy's Red Hots"",)",sandwiches,"('875 E Terra Cotta Ave',)","('60014',)"
"(""Chilo's Mexican Grill"",)",mexican,"('282 W Virginia St',)","('60014',)"
"(""McDonald's"",)",hotdogs,"('7617 Rt 14',)","('60012',)"
"(""Jameson's Original Charhouse"",)",steak,"('5016 Northwest Hwy',)","('60014',)"
"(""McDonald's"",)",burgers,"('230 N Rt 31',)","('60014',)"
"('Subway',)",sandwiches,"('40 B & C West Terra Cotta Ave',)","('60014',)"
"('Subway',)",sandwiches,"('1205 Route 31 S',)","('60014',)"
"('Grill House',)",tradamerican,"('3061 Dundee Rd',)","('60062',)"
"('Chipotle Mexican Grill',)",mexican,"('675 Deerfield Rd',)","('60015',)"
"(""Tony's Submarine"",)",sandwiches,"('1480 Waukegan Rd',)","('60015',)"
"('The Leaf Cafe',)",tradamerican,"('2275 Half Day Rd',)","('60015',)"
"(""Guy Fieri's Flavortown Kitchen"",)",fooddeliveryservices,"('',)","('60090',)"
"('Greek Feast Northbrook',)",greek,"('2784 Dundee Rd',)","('60062',)"
"('Taco Bell',)",mexican,"('150 E. Dundee Road',)","('60090',)"
"('Once Upon A Grill',)",delis,"('2758 Dundee Rd',)","('60062',)"
"(""McDonald's"",)",hotdogs,"('2587 Waukegan Rd',)","('60015',)"
"('Cafe De Oro',)",coffee,"('2175 Deerfield Rd',)","('60015',)"
"(""McAlister's Deli"",)",delis,"('663 Lake Cook Rd',)","('60015',)"
"('MOD Pizza',)",hotdogs,"('1555 Deerfield Pkwy',)","('60089',)"
"(""Jersey Mike's Subs"",)",delis,"('190 Waukegan Rd',)","('60015',)"
"('Potbelly Sandwich Shop',)",hotdogs,"('800 N Milwaukee Ave',)","('60015',)"
"('Panera Bread',)",sandwiches,"('385 Lake Cook Road',)","('60015',)"
"('KFC',)",hotdogs,"('150 E Dundee Rd',)","('60090',)"
"(""Jersey Mike's Subs"",)",hotdogs,"('190 Waukegan Rd',)","('60015',)"
"('Panda Express',)",chinese,"('300 East Dundee Rd.',)","('60090',)"
"(""Rosati's Pizza"",)",pizza,"('20590 Milwaukee Ave',)","('60015',)"
"('Café Zupas',)",sandwiches,"('711 Deerfield Rd',)","('60015',)"
"('Panera Bread',)",salad,"('1549 Deerfield Pkwy',)","('60089',)"
