Name,Type,Address,Zip Code
"('KFC',)",chicken_wings,"('43951 Farmwell Hunt Plz',)","('20147',)"
"('Chipotle Mexican Grill',)",mexican,"('43660 Yukon Dr',)","('20147',)"
"('Firehouse Subs',)",delis,"('20544 Easthampton Plz',)","('20147',)"
"('Taco Bell',)",hotdogs,"('43951 Farmwell Hunt Plaza',)","('20147',)"
"(""Jimmy John's"",)",sandwiches,"('44110 Ashburn Village Blvd',)","('20147',)"
"('Taco Bell',)",hotdogs,"('43230 Southern Walk Plaza',)","('20148',)"
"('Pho-nomenal',)",vietnamese,"('20447 Exchange St',)","('20147',)"
"('Ashburn Pub',)",tradamerican,"('44110 Ashburn Shopping Pl',)","('20147',)"
"('Taco Zocalo',)",mexican,"('44927 George Washington Blvd',)","('20147',)"
"('MOD Pizza',)",pizza,"('19855 Belmont Chase Dr',)","('20147',)"
"('Chick-fil-A',)",hotdogs,"('43520 Yukon Dr',)","('20147',)"
"(""Nando's PERi-PERi"",)",portuguese,"('20556 Easthampton Plz',)","('20147',)"
"('Elevation Burger',)",burgers,"('20602 Easthampton Plz',)","('20147',)"
"('Potbelly Sandwich Shop',)",sandwiches,"('22035 Dulles Retail Plz',)","('20166',)"
"('Dairy Queen',)",hotdogs,"('44050 Ashburn Shopping Plz',)","('20147',)"
"('Zoes Kitchen',)",mediterranean,"('44375 Brimfield Dr',)","('20147',)"
"('Taco Bell',)",hotdogs,"('44855 Lakeview Overlook Plaza',)","('20147',)"
"(""McDonald's"",)",hotdogs,"('43210 Southern Walk Plz',)","('20148',)"
"('Chick-fil-A',)",hotdogs,"('19313 Front St',)","('20176',)"
"(""Parrando's Tex-Mex Grill"",)",tex-mex,"('42830 Creek View Plz',)","('20147',)"
"('Buffalo Wing Factory',)",tradamerican,"('43761 Parkhurst Plz',)","('20147',)"
"('Chipotle Mexican Grill',)",mexican,"('19825 Belmont Chase Dr',)","('20147',)"
"('The Bungalow Alehouse - Ashburn',)",tradamerican,"('44042 Pipeline Plz',)","('20147',)"
"('CAVA',)",mediterranean,"('19825 Belmont Chase Dr',)","('20147',)"
"('Papa Johns Pizza',)",pizza,"('43680 Waxpool Rd.',)","('20147',)"
"('Chick-fil-A',)",hotdogs,"('22015 Dulles Retail Plz',)","('20166',)"
"('Wicket Door Pub',)",pubs,"('44921 George Washington Blvd',)","('20147',)"
"(""Yen's Cafe"",)",taiwanese,"('43490 Yukon Dr',)","('20147',)"
"('Panera Bread',)",sandwiches,"('19327 Promenade Drive',)","('20176',)"
"('Papa Johns Pizza',)",pizza,"('44110 Ashburn Village Boulevard',)","('20147',)"
"('Laredo Taco',)",tacos,"('22405 Flagstaff Plz',)","('20148',)"
"('Crumbl Cookies - Ashburn',)",bakeries,"('44110 Ashburn Village Blvd',)","('21047',)"
"('IHOP',)",tradamerican,"('44030 Pipeline Plz',)","('20147',)"
"('The Yard Milkshake Bar',)",icecream,"('20352 Exchange St',)","('20147',)"
"(""Moe's Southwest Grill"",)",tex-mex,"('44650 Waxpool Rd',)","('20147',)"
"('Mr Pollo Peruvian Charcoal Chicken',)",peruvian,"('23520 Overland Dr',)","('20166',)"
"('Chipotle Mexican Grill',)",mexican,"('43660 Yukon Dr',)","('20147',)"
"('Chick-fil-A',)",hotdogs,"('43520 Yukon Dr',)","('20147',)"
"('Peri Peri Original',)",chickenshop,"('43135 Broadlands Center Plz',)","('20148',)"
"(""Arby's"",)",hotdogs,"('23511 Overland Dr',)","('20166',)"
"('Laredo Taco',)",tacos,"('22405 Flagstaff Plz',)","('20148',)"
"(""Yen's Cafe"",)",taiwanese,"('43490 Yukon Dr',)","('20147',)"
"(""McDonald's"",)",hotdogs,"('43345 Junction Plz',)","('20147',)"
"(""Nick's Taverna"",)",mediterranean,"('42395 Ryan Rd',)","('20148',)"
"('Fuddruckers',)",tradamerican,"('44036 Pipeline Plz',)","('20147',)"
"('Papa Johns Pizza',)",pizza,"('43680 Waxpool Rd.',)","('20147',)"
"(""Parrando's Tex-Mex Grill"",)",tex-mex,"('42830 Creek View Plz',)","('20147',)"
"('KFC',)",chicken_wings,"('43951 Farmwell Hunt Plz',)","('20147',)"
"('Taco Bell',)",hotdogs,"('43951 Farmwell Hunt Plaza',)","('20147',)"
"('Panera Bread',)",sandwiches,"('43670 Greenway Corporate Drive',)","('20147',)"
"(""McDonald's"",)",hotdogs,"('23500 Overland Dr',)","('20166',)"
"('Buffalo Wing Factory',)",tradamerican,"('43761 Parkhurst Plz',)","('20147',)"
"('Broadlands Sports Bar & Grill',)",tradamerican,"('42882 Truro Parish Dr',)","('20148',)"
"('The Bungalow Alehouse - Ashburn',)",tradamerican,"('44042 Pipeline Plz',)","('20147',)"
"(""Senor Tequila's"",)",mexican,"('43750 Central Station Dr',)","('20147',)"
"('Red Robin Gourmet Burgers and Brews',)",burgers,"('43530 Yukon Dr',)","('20147',)"
"('IHOP',)",tradamerican,"('44030 Pipeline Plz',)","('20147',)"
"('Subway',)",sandwiches,"('43490 Yukon Dr',)","('20147',)"
"('Pizza Hut',)",pizza,"('43761 Parkhurst Plz',)","('20147',)"
"('Subway',)",sandwiches,"('43330 Junction Plz',)","('20147',)"
"('Chi Mc Chicken & Beer',)",chicken_wings,"('13934 Metrotech Dr',)","('20151',)"
"('Taco Bell',)",hotdogs,"('4418 Chantilly Place',)","('20151',)"
"(""Dave's Seafood & Subs"",)",sandwiches,"('4008 Walney Rd',)","('20153',)"
"(""Wendy's"",)",hotdogs,"('4070 Airline Parkway',)","('20151',)"
"('Five Guys',)",burgers,"('14421 Chantilly Crossing Ln',)","('20151',)"
"(""McDonald's"",)",hotdogs,"('4424 Brookfield Corporate Dr',)","('20151',)"
