Name,Type,Address,Zip Code
"('Gabby’s Chicken and Seafood',)",seafood,"('2126 N Josey Ln',)","('75006',)"
"('Whataburger',)",hotdogs,"('1033 E Trinity Mills Rd',)","('75006',)"
"('KFC',)",hotdogs,"('4117 N Josey Ln',)","('75007',)"
"('Pollo Salsa',)",mexican,"('1853 Keller Springs Rd',)","('75006',)"
"(""McDonald's"",)",hotdogs,"('1050 W Frankford',)","('75007',)"
"('Jack In The Box',)",hotdogs,"('1000 E Hebron Pkwy',)","('75010',)"
"('Wingtown & Grill',)",chicken_wings,"('1008 W Hebron Pkwy',)","('75010',)"
"('Panda Express',)",chinese,"('2604 Old Denton Road',)","('75007',)"
"('Joes Pizza Pasta & Subs',)",italian,"('1855 E Frankford Rd',)","('75007',)"
"('Dairy Queen',)",burgers,"('1501 West Hebron Pkwy',)","('75010',)"
"('Jack in the Box',)",hotdogs,"('2666 Josey Ln',)","('75007',)"
"(""Wendy's"",)",hotdogs,"('1005 W Trinity Mills',)","('75006',)"
"('Chipotle Mexican Grill',)",hotdogs,"('1016 E Hebron Pkwy',)","('75010',)"
"('Sonic Drive-In',)",hotdogs,"('1021 W Frankford Rd',)","('75007',)"
"('Wingstop',)",chicken_wings,"('3355 Trinity Mills Rd',)","('75287',)"
"(""Andy's Frozen Custard"",)",desserts,"('1733 E Hebron Pkwy',)","('75010',)"
"(""McDonald's"",)",burgers,"('4125 Josey Ln',)","('75007',)"
"(""Fuzzy's Taco Shop"",)",mexican,"('4112 N Josey Ln',)","('75007',)"
"('Sonic Drive-In',)",hotdogs,"('1412 W Hebron Pkwy',)","('75006',)"
"('Los Jalapenos',)",tex-mex,"('3615 N Josey Ln',)","('75007',)"
"(""Braum's Ice Cream & Dairy Stores"",)",burgers,"('2134 N Josey Ln',)","('75006',)"
"('Panda Express',)",chinese,"('4105 N. Josey Lane',)","('75007',)"
"('Burger King',)",burgers,"('3745 N Josey Ln',)","('75007',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('18311 Marsh Ln',)","('75287',)"
"('Golden Chick',)",hotdogs,"('2760 E Trinity Mills Rd',)","('75006',)"
"('Pizza Hut',)",pizza,"('3065 N Josey Ln',)","('75007',)"
"('Whataburger',)",hotdogs,"('18253 Marsh Ln',)","('75287',)"
"('El Rumbero Taqueria',)",mexican,"('2155 Marsh Ln',)","('75006',)"
"('New York Pizza & Pints',)",pizza,"('1008 W Hebron Pkwy',)","('75010',)"
"('Kwality Kabab Grill & Ice Cream',)",indpak,"('2548 Dickerson Pkwy',)","('75006',)"
"('Taco Bell',)",mexican,"('17530 Marsh Lane',)","('75287',)"
"(""Fajita Pete's - Carrollton"",)",mexican,"('1008 W Hebron Pkwy',)","('75010',)"
"('Salad and Go',)",salad,"('4213 N. Josey Lane',)","('75010',)"
"('Burger King',)",hotdogs,"('4101 State Hwy 121',)","('75010',)"
"(""Gio's Taqueria 2"",)",tacos,"('2760 E Trinity Mills Rd',)","('75006',)"
"('Papa Johns Pizza',)",pizza,"('4112 N Josey Ln',)","('75007',)"
"(""Jimmy John's"",)",hotdogs,"('1745 E Hebron Pkwy',)","('75010',)"
"('Taco Bell',)",hotdogs,"('4117 North Josey Lane',)","('75007',)"
"(""Jersey Mike's Subs"",)",hotdogs,"('4009 Old Denton Rd',)","('75007',)"
"(""Arby's"",)",hotdogs,"('1909 E Hebron Pkwy',)","('75007',)"
"('WNB Factory',)",chicken_wings,"('1016 E Hebron Pkwy',)","('75010',)"
"('In-N-Out Burger',)",hotdogs,"('5298 State Highway 121',)","('75056',)"
"('Shaka',)",hawaiian,"('5733 TX-121',)","('75056',)"
"('OMG Tacos',)",tacos,"('5800 Windhaven Pkwy',)","('75056',)"
"('KFC',)",hotdogs,"('4117 N Josey Ln',)","('75007',)"
"('Jack In The Box',)",hotdogs,"('1000 E Hebron Pkwy',)","('75010',)"
"('Mordisko&Salsa',)",venezuelan,"('3648 Old Denton Rd',)","('75007',)"
"('Taco Bell',)",mexican,"('1008 E. Frankford Rd.',)","('75007',)"
"('Dairy Queen',)",burgers,"('1501 West Hebron Pkwy',)","('75010',)"
"('Wingtown & Grill',)",chicken_wings,"('1008 W Hebron Pkwy',)","('75010',)"
"('Sonic Drive-In',)",hotdogs,"('1412 W Hebron Pkwy',)","('75006',)"
"(""Rosa's Café & Tortilla Factory"",)",mexican,"('4710 Sh 121',)","('75056',)"
"('Whataburger',)",burgers,"('4687 State Highway 121',)","('75056',)"
"('The Daiquiri Shoppe',)",hotdogs,"('1837 W Frankford Rd',)","('75007',)"
"('Banh Mi Dalat',)",vietnamese,"('3733 N Josey Ln',)","('75007',)"
"(""Andy's Frozen Custard"",)",desserts,"('1733 E Hebron Pkwy',)","('75010',)"
"('Burger King',)",hotdogs,"('4101 State Hwy 121',)","('75010',)"
"('Chipotle Mexican Grill',)",hotdogs,"('1016 E Hebron Pkwy',)","('75010',)"
"('The Great Greek Mediterranean Grill',)",mediterranean,"('3750 Plano Prkwy',)","('75056',)"
"(""McDonald's"",)",burgers,"('4125 Josey Ln',)","('75007',)"
"(""Schlotzsky's"",)",sandwiches,"('6360 N Josey Ln',)","('75056',)"
"(""3J'S Chicken Divine"",)",halal,"('1111 W Frankford Rd',)","('75007',)"
"('Freebirds World Burrito',)",tex-mex,"('6225 N Josey Ln',)","('75056',)"
"('Panda Express',)",chinese,"('4105 N. Josey Lane',)","('75007',)"
"('Popeyes Louisiana Kitchen',)",chicken_wings,"('4705 State Highway 121',)","('75056',)"
"(""McDonald's"",)",hotdogs,"('1050 W Frankford',)","('75007',)"
"(""Emelia's Tex-Mex"",)",tex-mex,"('3751 Main St',)","('75056',)"
"('Dairy Queen',)",hotdogs,"('6360 N Josey Lane',)","('75056',)"
"('Dirty Burger Bar',)",burgers,"('5804 Windhaven Pkwy',)","('75056',)"
"(""Raising Cane's Chicken Fingers"",)",hotdogs,"('3851 Plano Pkwy',)","('75056',)"
"(""Fuzzy's Taco Shop"",)",mexican,"('4112 N Josey Ln',)","('75007',)"
"('Salad and Go',)",salad,"('4213 N. Josey Lane',)","('75010',)"
"('Blaze Pizza',)",salad,"('5050 Sh 121',)","('75056',)"
"('Chick-fil-A',)",hotdogs,"('3705 Main St',)","('75056',)"
"('Golden Chick',)",hotdogs,"('3044 N Josey Ln',)","('75007',)"
"(""Jimmy John's"",)",hotdogs,"('1745 E Hebron Pkwy',)","('75010',)"
"('Panera Bread',)",salad,"('5290 State Highway 121',)","('75056',)"
"('Pollo Regio',)",mexican,"('4904 Main St',)","('75056',)"
"('New York Pizza & Pints',)",pizza,"('1008 W Hebron Pkwy',)","('75010',)"
"('Jack in the Box',)",hotdogs,"('4683 Highway 121',)","('75056',)"
"('Sonic Drive-In',)",burgers,"('3750 Main St',)","('75056',)"
"(""Jersey Mike's Subs"",)",hotdogs,"('4009 Old Denton Rd',)","('75007',)"
"(""Fajita Pete's - Carrollton"",)",mexican,"('1008 W Hebron Pkwy',)","('75010',)"
"('Papa Johns Pizza',)",pizza,"('4112 N Josey Ln',)","('75007',)"
"('Taco Bell',)",hotdogs,"('4117 North Josey Lane',)","('75007',)"
"('Pho 544',)",vietnamese,"('121 E FM 544',)","('75094',)"
"('Pizza Hut',)",pizza,"('1001 E Hebron Pkwy',)","('75007',)"
"(""Jersey Mike's Subs"",)",hotdogs,"('4770 State Hwy 121',)","('75056',)"
"('Golden Chick',)",hotdogs,"('6340 N Josey Ln',)","('75056',)"
"('KFC',)",hotdogs,"('349 rue Vaugirard',)","('75015',)"
"('Ya Hala',)",hotdogs,"('173 Rue Vaugirard',)","('75015',)"
"('Five Guys',)",burgers,"('51 avenue des Champs-Élysées',)","('75008',)"
"('Apollon',)",greek,"('24 rue Jean-Nicot',)","('75007',)"
"(""O'Tacos"",)",hotdogs,"('12 rue Vavin',)","('75006',)"
"('Stella Pizza',)",fooddeliveryservices,"('90 rue des Entrepreneurs',)","('75015',)"
"('KFC',)",hotdogs,"('4 avenue Jean Moulin',)","('75014',)"
"('Oh! Ma Mie!',)",italian,"('17 rue Desaix',)","('75015',)"
"('Chipotle Mexican Grill',)",mexican,"('2 rue Linois',)","('75015',)"
"('Planet Food',)",hotdogs,"('138 ave Gén Leclerc',)","('75014',)"
"('Compose',)",salad,"('24 rue de Bellechasse',)","('75007',)"
"('Big Fernand',)",burgers,"('30 rue Ernest Renan',)","('92130',)"
"('Brioche Dorée',)",hotdogs,"('78 avenue des Champs Elysées',)","('75008',)"
"('Le Kiosque des Fontaines',)",hotdogs,"('Place de Varsovie',)","('75016',)"
"('Chipotle Mexican Grill',)",mexican,"('6 rue de Montfaucon',)","('75006',)"
"('Subway Tour Eiffel',)",hotdogs,"('5 bd de Grenelle',)","('75015',)"
"('Restaurant Pakiza',)",hotdogs,"(""3 rue de l'Avre"",)","('75015',)"
"('Bioburger',)",burgers,"('79 boulevard du Montparnasse',)","('75006',)"
"(""McDonald's"",)",hotdogs,"('192 rue Convention',)","('75015',)"
"('La Brioche Dorée',)",hotdogs,"('150 Rue Rennes',)","('75006',)"
"(""McDonald's"",)",hotdogs,"('167 rue de Rennes',)","('75006',)"
"(""McDonald's"",)",hotdogs,"('131 avenue Victor Hugo',)","('75016',)"
"('Mac Doner',)",turkish,"('64 Rue de la Pompe',)","('75116',)"
"('Il Macchiato',)",cafes,"('168 rue Raymond Losserand',)","('75014',)"
"(""L'Epée de Blé"",)",hotdogs,"('12 Rue Bellechasse',)","('75007',)"
"('Burger & Fries',)",burgers,"('95 boulevard Saint-Germain',)","('75006',)"
"('KOOK',)",gluten_free,"('133 rue de Sèvres',)","('75006',)"
"(""McDonald's"",)",hotdogs,"('184 rue de Rivoli',)","('75001',)"
"(""O'Tacos"",)",hotdogs,"('11 rue André Lefèvbre',)","('75015',)"
"('Ebullition',)",italian,"('39 Boulevard Victor',)","('75015',)"
"('Poulet Poulette',)",burgers,"('20 rue Littré',)","('75006',)"
"('Kito Kito',)",sushi,"('45 Rue Mathurin Reigner',)","('75015',)"
"('Boulanger Patissier',)",hotdogs,"('29bis avenue de la motte piquet',)","('75007',)"
"(""McDonald's"",)",burgers,"('5 avenue Général Leclerc',)","('75014',)"
"(""La Crêpe d'Or"",)",hotdogs,"('27 rue du four',)","('75006',)"
"(""Le Café du Musée d'Art Moderne"",)",hotdogs,"('11 avenue du Président Wilson',)","('75116',)"
"('Burger King',)",burgers,"('78-80 avenue du Général Leclerc',)","('75014',)"
"('Layal',)",hotdogs,"('98 rue de la Boétie',)","('75008',)"
"('NOON Anjou - Madeleine',)",salad,"(""24 Rue d'Anjou"",)","('75009',)"
"(""Dom'S"",)",hotdogs,"('33 Rue Annonciation',)","('75016',)"
"('Tour Food',)",hotdogs,"('24 Avenue Tourville',)","('75007',)"
"('Pasta e Basta',)",hotdogs,"('20 rue Jean Mermoz',)","('75008',)"
"('Si Señor',)",hotdogs,"(""Parvis de l'Aquaboulevard"",)","('75015',)"
"(""McDonald's"",)",hotdogs,"('48 rue Linois',)","('75015',)"
"('Aux Pains Perdus - 16e arrondissement',)",hotdogs,"('40 Rue Longchamp',)","('75016',)"
"('Prêt à Manger',)",hotdogs,"('57 rue des Petits Champs',)","('75002',)"
"('vasa vasa',)",hotdogs,"('avenue de la bourdonnais',)","('75007',)"
"('Pépé Santana',)",hotdogs,"('171 bd Lefebvre',)","('75015',)"
"('Il Croccantino',)",hotdogs,"('139 rue Vaugirard',)","('75015',)"
"('Moksva Café',)",hotdogs,"('130 Rue de Grenelle',)","('75007',)"
"('Taco Bell',)",hotdogs,"('115 North Denton Tap Road',)","('75019',)"
"('Kebabs To Go',)",afghani,"('10025 N MacArthur Blvd',)","('75063',)"
"('Smashburger',)",burgers,"('143 S Denton Tap Rd',)","('75019',)"
"('Slim Chickens',)",southern,"('3265 Regent Blvd',)","('75063',)"
"('San Diego Taco Shop',)",mexican,"('10000 N MacArthur Blvd',)","('75063',)"
"(""Schlotzsky's"",)",sandwiches,"('135 S Denton Tap Rd',)","('75019',)"
"(""Jersey Mike's Subs"",)",sandwiches,"('143 S Denton Tap Rd',)","('75019',)"
"(""Raising Cane's Chicken Fingers"",)",hotdogs,"('7955 N MacArthur Blvd',)","('75063',)"
"('Potbelly Sandwich Shop',)",hotdogs,"('401 E Round Grove Rd',)","('75067',)"
"('Chipotle Mexican Grill',)",mexican,"('104 S Denton Tap Rd',)","('75019',)"
"('Whataburger',)",burgers,"('730 N Denton Tap Rd',)","('75019',)"
"('Wing Snob',)",chicken_wings,"('360 E Round Grove Rd',)","('75067',)"
"('Hat Creek Burgers Coppell',)",burgers,"('150 West South Highway 121',)","('75019',)"
"('Panda Express',)",chinese,"('8411 Bent Branch Dr',)","('75063',)"
"(""McDonald's"",)",burgers,"('125 S Denton Tap Rd',)","('75019',)"
"(""Jimmy John's"",)",sandwiches,"('171 N Denton Tap Rd',)","('75019',)"
"('The Daiquiri Shoppe',)",hotdogs,"('1837 W Frankford Rd',)","('75007',)"
"(""Rosa's Café & Tortilla Factory"",)",mexican,"('705 N Denton Tap Rd',)","('75019',)"
"('Steak ’n Shake',)",breakfast_brunch,"('950 Market Place Blvd',)","('75063',)"
"(""Wendy's"",)",burgers,"('821 S. Macarthur',)","('75019',)"
"('Five Guys',)",burgers,"('859 Sh 121',)","('75067',)"
"(""Dickey's Barbecue Pit"",)",bbq,"('801 S Denton Tap Rd',)","('75019',)"
"('Twisted Root Burger',)",burgers,"('505 Houston St',)","('75019',)"
"('Golden Chick',)",hotdogs,"('3511 Regent Blvd',)","('75063',)"
"('Popeyes Louisiana Kitchen',)",hotdogs,"('290 E Round Grove Rd',)","('75067',)"
"('Dairy Queen',)",hotdogs,"('110 W Southwestern',)","('75019',)"
"('Rodeo Goat',)",burgers,"('9610 Wharf Rd',)","('75019',)"
"('Chick-fil-A',)",hotdogs,"('483 E Round Grove Rd',)","('75067',)"
"('Sonic Drive-In',)",hotdogs,"('201 North Denton Tap Rd',)","('75019',)"
"('Flavors of India',)",indpak,"('2401 S Stemmons Fwy',)","('75067',)"
"('King and Cardinal - Irving',)",burgers,"('8350 North MacArthur Blvd',)","('75063',)"
"('Cowboy Chicken',)",chickenshop,"('3351 Regent Blvd',)","('75063',)"
"(""McDonald's"",)",hotdogs,"('813 Macarthur Blvd',)","('75019',)"
"('Firehouse Subs',)",hotdogs,"('2325 S Stemmons Fwy',)","('75067',)"
"(""Arby's"",)",hotdogs,"('1730 Market Pl',)","('75063',)"
"('Taco Bueno',)",hotdogs,"('320 Fm 3040',)","('75067',)"
"(""Newk's Eatery"",)",sandwiches,"('8701 Cypress Waters Blvd',)","('75063',)"
"(""Anamia's Tex Mex"",)",mexican,"('110 W Sandy Lake Rd',)","('75019',)"
"('Gipsy Lime Taco Lounge',)",tacos,"('8701 Cypress Waters Blvd',)","('75063',)"
"('Sonic Drive-In',)",hotdogs,"('380 E Round Grove Rd',)","('75067',)"
"('Jack in the Box',)",hotdogs,"('8655 Cypress Waters Blvd',)","('75063',)"
"(""J Macklin's Grill"",)",bars,"('130 N Denton Tap Rd',)","('75019',)"
"('Taco Bueno',)",mexican,"('707 W Lyndon B Johnson Fwy',)","('75063',)"
"('Papa Johns Pizza',)",pizza,"('760 N. Denton Tap Rd.',)","('75019',)"
"(""Arby's"",)",hotdogs,"('220 E Round Grove Rd',)","('75067',)"
"('Whataburger',)",hotdogs,"('850 Market Pl',)","('75063',)"
"(""Schlotzsky's"",)",sandwiches,"('450 E Round Grove Rd',)","('75067',)"
"('Taco Bell',)",mexican,"('3255 Regent Blvd',)","('75063',)"
"('Chipotle Mexican Grill',)",mexican,"('2605 S Stemmons Fwy',)","('75067',)"
"(""Wendy's"",)",burgers,"('517 E Fm 3040',)","('75067',)"
"(""Schlotzsky's"",)",sandwiches,"('3124 Regency Ln',)","('75020',)"
"('Papa Johns Pizza',)",pizza,"('3515 W Fm 120',)","('75020',)"
"('Watsonburger',)",burgers,"('1901 W Morton St',)","('75020',)"
"('Subway',)",sandwiches,"('3427 W Fm 120',)","('75020',)"
"('Luna Grill',)",mediterranean,"('2500 Cross Timbers Rd',)","('75028',)"
"('Taco Bell',)",mexican,"('2708 Flower Mound Road',)","('75028',)"
"(""Wendy's"",)",burgers,"('2120 Long Prarie Road',)","('75022',)"
"(""McDonald's"",)",hotdogs,"('2109 Long Prairie Rd',)","('75022',)"
"('Panda Express',)",chinese,"('2521 Flower Mound Road',)","('75028',)"
"('Sonic Drive-In',)",hotdogs,"('2925 Crosstimbers',)","('75028',)"
"('Ko Chicken',)",chicken_wings,"('5851 Long Prairie Rd',)","('75028',)"
"(""Jersey Mike's Subs"",)",sandwiches,"('2701 Cross Timbers Rd',)","('75028',)"
