State_ab,Zip_Code
CA,93277
CA,93278
CA,93279
CA,93280
CA,93283
CA,93286
CA,93291
CA,93292
CA,93304
CA,93305
CA,93306
CA,93307
CA,93308
CA,93309
CA,93311
CA,93312
CA,93313
CA,93401
CA,93402
CA,93405
CA,93420
CA,93422
CA,93427
CA,93428
CA,93432
CA,93433
CA,93434
CA,93438
CA,93440
CA,93441
CA,93442
CA,93444
CA,93445
CA,93447
CA,93449
CA,93451
CA,93453
CA,93454
CA,93455
CA,93458
CA,93505
CA,93512
CA,93514
CA,93526
CA,93527
CA,93532
CA,93534
CA,93535
CA,93536
CA,93546
CA,93550
CA,93551
CA,93555
CA,93560
CA,93561
CA,93605
CA,93610
CA,93611
CA,93612
CA,93618
CA,93619
CA,93620
CA,93622
CA,93624
CA,93625
CA,93630
CA,93631
CA,93635
CA,93637
CA,93638
CA,93640
CA,93643
CA,93644
CA,93646
CA,93647
CA,93648
CA,93652
CA,93654
CA,93656
CA,93657
CA,93660
CA,93662
CA,93667
CA,93670
CA,93702
CA,93703
CA,93704
CA,93705
CA,93706
CA,93710
CA,93711
CA,93720
CA,93721
CA,93722
CA,93723
CA,93725
CA,93726
CA,93727
CA,93728
CA,93730
CA,93901
CA,93905
CA,93906
CA,93908
CA,93922
CA,93924
CA,93927
CA,93930
CA,93933
CA,93940
CA,93950
CA,93955
CA,94002
CA,94010
CA,94014
CA,94015
CA,94019
CA,94022
CA,94024
CA,94025
CA,94027
CA,94028
CA,94030
CA,94040
CA,94043
CA,94044
CA,94062
CA,94063
CA,94065
CA,94066
CA,94070
CA,94080
CA,94085
CA,94086
CA,94087
CA,94089
CA,94102
CA,94103
CA,94107
CA,94108
CA,94109
CA,94110
CA,94112
CA,94114
CA,94115
CA,94116
CA,94117
CA,94118
CA,94121
CA,94122
CA,94123
CA,94124
CA,94127
CA,94129
CA,94131
CA,94132
CA,94133
CA,94134
CA,94301
CA,94303
CA,94304
CA,94306
CA,94401
CA,94402
CA,94403
CA,94404
CA,94501
CA,94502
CA,94506
CA,94508
CA,94509
CA,94510
CA,94513
CA,94514
CA,94515
CA,94517
CA,94518
CA,94519
CA,94520
CA,94521
CA,94523
CA,94525
CA,94526
CA,94530
CA,94533
CA,94534
CA,94535
CA,94536
CA,94538
CA,94539
CA,94540
CA,94541
CA,94544
CA,94545
CA,94546
CA,94547
CA,94549
CA,94550
CA,94551
CA,94553
CA,94555
CA,94556
CA,94558
CA,94559
CA,94560
CA,94561
CA,94563
CA,94565
CA,94566
CA,94568
CA,94572
CA,94574
CA,94578
CA,94579
CA,94580
CA,94583
CA,94585
CA,94587
CA,94588
CA,94589
CA,94590
CA,94591
CA,94597
CA,94598
CA,94599
CA,94601
CA,94602
CA,94603
CA,94605
CA,94606
CA,94607
CA,94608
CA,94609
CA,94610
CA,94611
CA,94612
CA,94618
CA,94619
CA,94621
CA,94702
CA,94703
CA,94705
CA,94706
CA,94707
CA,94708
CA,94709
CA,94801
CA,94804
CA,94805
CA,94806
CA,94901
CA,94903
CA,94920
CA,94923
CA,94924
CA,94925
CA,94928
CA,94931
CA,94939
CA,94941
CA,94945
CA,94947
CA,94949
CA,94952
CA,94954
CA,94957
CA,94960
CA,94965
CA,95002
CA,95003
CA,95005
CA,95008
CA,95010
CA,95012
CA,95014
CA,95019
CA,95020
CA,95023
CA,95032
CA,95035
CA,95037
CA,95043
CA,95050
CA,95051
CA,95060
CA,95061
CA,95062
CA,95065
CA,95070
CA,95073
CA,95076
CA,95110
CA,95111
CA,95112
CA,95116
CA,95117
CA,95118
CA,95119
CA,95120
CA,95121
CA,95122
CA,95123
CA,95124
CA,95125
CA,95126
CA,95127
CA,95128
CA,95129
CA,95130
CA,95131
CA,95132
CA,95133
CA,95135
CA,95136
CA,95138
CA,95148
CA,95202
CA,95203
CA,95204
CA,95205
CA,95206
CA,95207
CA,95209
CA,95210
CA,95212
CA,95213
CA,95215
CA,95219
CA,95224
CA,95237
CA,95240
CA,95242
CA,95248
CA,95252
CA,95301
CA,95306
CA,95307
CA,95311
CA,95313
CA,95316
