State_ab,Zip_Code
TX,77095
TX,77096
TX,77098
TX,77099
TX,77235
TX,77301
TX,77302
TX,77304
TX,77306
TX,77320
TX,77327
TX,77331
TX,77332
TX,77335
TX,77338
TX,77339
TX,77345
TX,77346
TX,77350
TX,77353
TX,77356
TX,77357
TX,77358
TX,77360
TX,77372
TX,77373
TX,77375
TX,77377
TX,77378
TX,77379
TX,77380
TX,77381
TX,77382
TX,77385
TX,77386
TX,77388
TX,77389
TX,77396
TX,77401
TX,77406
TX,77412
TX,77414
TX,77417
TX,77418
TX,77419
TX,77429
TX,77435
TX,77437
TX,77441
TX,77445
TX,77447
TX,77449
TX,77450
TX,77459
TX,77461
TX,77465
TX,77466
TX,77469
TX,77471
TX,77474
TX,77477
TX,77478
TX,77479
TX,77480
TX,77482
TX,77484
TX,77486
TX,77488
TX,77489
TX,77493
TX,77494
TX,77498
TX,77501
TX,77502
TX,77503
TX,77504
TX,77506
TX,77510
TX,77511
TX,77515
TX,77518
TX,77522
TX,77530
TX,77532
TX,77533
TX,77534
TX,77535
TX,77536
TX,77539
TX,77541
TX,77545
TX,77546
TX,77547
TX,77550
TX,77551
TX,77553
TX,77563
TX,77568
TX,77571
TX,77573
TX,77575
TX,77580
TX,77583
TX,77584
TX,77586
TX,77588
TX,77590
TX,77598
TX,77611
TX,77612
TX,77613
TX,77614
TX,77619
TX,77625
TX,77627
TX,77631
TX,77632
TX,77640
TX,77642
TX,77651
TX,77655
TX,77656
TX,77657
TX,77660
TX,77662
TX,77664
TX,77665
TX,77701
TX,77703
TX,77705
TX,77706
TX,77707
TX,77708
TX,77801
TX,77802
TX,77803
TX,77807
TX,77830
TX,77833
TX,77835
TX,77836
TX,77840
TX,77842
TX,77845
TX,77856
TX,77859
TX,77864
TX,77868
TX,77879
TX,77902
TX,77954
TX,77957
TX,77963
TX,77964
TX,77975
TX,77979
TX,77983
TX,77990
TX,77994
TX,77995
TX,78003
TX,78006
TX,78011
TX,78013
TX,78014
TX,78015
TX,78016
TX,78017
TX,78023
TX,78024
TX,78028
TX,78040
TX,78041
TX,78043
TX,78045
TX,78046
TX,78052
TX,78059
TX,78061
TX,78064
TX,78065
TX,78069
TX,78071
TX,78072
TX,78076
TX,78102
TX,78109
TX,78113
TX,78114
TX,78115
TX,78118
TX,78121
TX,78130
TX,78133
TX,78140
TX,78141
TX,78147
TX,78148
TX,78151
TX,78154
TX,78155
TX,78160
TX,78164
TX,78201
TX,78202
TX,78203
TX,78207
TX,78209
TX,78210
TX,78211
TX,78212
TX,78213
TX,78214
TX,78216
TX,78217
TX,78218
TX,78219
TX,78220
TX,78221
TX,78222
TX,78223
TX,78224
TX,78225
TX,78226
TX,78227
TX,78228
TX,78229
TX,78230
TX,78231
TX,78232
TX,78233
TX,78234
TX,78237
TX,78238
TX,78239
TX,78240
TX,78242
TX,78244
TX,78245
TX,78247
TX,78249
TX,78250
TX,78251
TX,78252
TX,78253
TX,78254
TX,78257
TX,78258
TX,78259
TX,78263
TX,78332
TX,78336
TX,78339
TX,78342
TX,78355
TX,78359
TX,78361
TX,78362
TX,78364
TX,78368
TX,78373
TX,78374
TX,78377
TX,78380
TX,78381
TX,78384
TX,78387
TX,78389
TX,78390
TX,78401
TX,78403
TX,78404
TX,78405
TX,78408
TX,78410
TX,78411
TX,78412
TX,78413
TX,78414
TX,78415
TX,78416
TX,78418
TX,78460
TX,78501
TX,78503
TX,78504
TX,78520
TX,78521
TX,78537
TX,78538
TX,78540
TX,78550
TX,78557
TX,78559
TX,78562
TX,78566
TX,78569
TX,78572
TX,78576
TX,78577
TX,78578
TX,78580
TX,78582
TX,78584
TX,78586
TX,78589
TX,78595
TX,78596
TX,78599
TX,78602
TX,78606
TX,78610
TX,78611
TX,78612
TX,78613
TX,78617
TX,78620
TX,78624
TX,78626
TX,78628
TX,78629
TX,78631
TX,78633
TX,78634
TX,78639
TX,78640
TX,78641
TX,78643
TX,78644
TX,78645
TX,78648
TX,78652
TX,78653
TX,78654
TX,78660
TX,78662
TX,78664
TX,78665
TX,78666
TX,78667
TX,78676
TX,78681
TX,78701
TX,78702
TX,78703
TX,78704
TX,78705
TX,78713
TX,78717
TX,78721
TX,78722
TX,78723
TX,78724
TX,78726
TX,78727
TX,78728
TX,78729
TX,78731
TX,78732
TX,78733
TX,78738
TX,78741
TX,78744
TX,78745
TX,78746
TX,78748
TX,78749
TX,78750
TX,78753
TX,78754
TX,78757
TX,78758
TX,78759
TX,78802
TX,78834
TX,78837
TX,78840
TX,78842
TX,78852
TX,78873
TX,78880
TX,78934
TX,78941
TX,78942
TX,78945
TX,78954
TX,78956
TX,78957
TX,78959
TX,78962
TX,79001
TX,79007
TX,79009
TX,79013
TX,79014
TX,79015
TX,79019
TX,79022
TX,79027
TX,79029
TX,79031
TX,79045
TX,79054
TX,79065
TX,79070
TX,79072
TX,79079
TX,79084
TX,79088
TX,79097
TX,79102
TX,79103
TX,79106
TX,79107
TX,79108
TX,79109
TX,79110
TX,79118
TX,79201
TX,79235
TX,79236
TX,79244
TX,79245
TX,79252
TX,79316
TX,79323
TX,79329
TX,79331
TX,79336
TX,79339
TX,79351
TX,79353
TX,79356
TX,79357
TX,79360
TX,79363
TX,79364
TX,79378
TX,79382
TX,79401
TX,79403
TX,79407
TX,79410
TX,79411
TX,79412
TX,79413
TX,79414
TX,79415
TX,79423
TX,79424
TX,79501
TX,79502
TX,79504
TX,79505
TX,79510
TX,79512
TX,79520
TX,79521
TX,79526
TX,79529
TX,79536
TX,79543
TX,79549
TX,79556
TX,79562
TX,79567
TX,79601
TX,79602
TX,79603
TX,79605
TX,79606
TX,79701
TX,79703
TX,79705
TX,79707
TX,79714
TX,79720
TX,79731
TX,79735
TX,79739
TX,79742
TX,79744
TX,79745
TX,79756
TX,79760
TX,79772
TX,79821
TX,79830
TX,79835
TX,79838
TX,79839
TX,79845
TX,79851
TX,79853
TX,79902
TX,79903
TX,79904
TX,79905
TX,79907
TX,79912
TX,79915
TX,79922
TX,79924
TX,79925
TX,79927
TX,79928
TX,79930
TX,79935
TX,79936
TX,79938
