State_ab,Zip_Code
NY,6390
NY,10001
NY,10002
NY,10003
NY,10004
NY,10009
NY,10010
NY,10011
NY,10013
NY,10014
NY,10016
NY,10019
NY,10021
NY,10022
NY,10023
NY,10024
NY,10025
NY,10026
NY,10027
NY,10028
NY,10029
NY,10030
NY,10031
NY,10032
NY,10033
NY,10034
NY,10035
NY,10036
NY,10037
NY,10038
NY,10039
NY,10040
NY,10044
NY,10065
NY,10128
NY,10282
NY,10301
NY,10302
NY,10303
NY,10304
NY,10305
NY,10306
NY,10307
NY,10308
NY,10309
NY,10310
NY,10312
NY,10314
NY,10451
NY,10452
NY,10453
NY,10454
NY,10455
NY,10456
NY,10457
NY,10458
NY,10459
NY,10460
NY,10461
NY,10462
NY,10463
NY,10465
NY,10466
NY,10467
NY,10468
NY,10469
NY,10470
NY,10471
NY,10472
NY,10473
NY,10474
NY,10475
NY,10502
NY,10507
NY,10509
NY,10511
NY,10512
NY,10514
NY,10516
NY,10517
NY,10523
NY,10528
NY,10533
NY,10538
NY,10540
NY,10541
NY,10543
NY,10550
NY,10552
NY,10553
NY,10560
NY,10562
NY,10566
NY,10570
NY,10573
NY,10576
NY,10579
NY,10580
NY,10583
NY,10588
NY,10590
NY,10591
NY,10594
NY,10598
NY,10603
NY,10604
NY,10605
NY,10607
NY,10701
NY,10703
NY,10704
NY,10705
NY,10706
NY,10707
NY,10708
NY,10709
NY,10710
NY,10801
NY,10803
NY,10804
NY,10805
NY,10901
NY,10913
NY,10919
NY,10920
NY,10921
NY,10923
NY,10924
NY,10927
NY,10928
NY,10940
NY,10950
NY,10952
NY,10954
NY,10956
NY,10960
NY,10963
NY,10965
NY,10968
NY,10973
NY,10977
NY,10980
NY,10984
NY,10990
NY,10992
NY,11001
NY,11003
NY,11004
NY,11010
NY,11020
NY,11023
NY,11024
NY,11030
NY,11040
NY,11050
NY,11096
NY,11101
NY,11102
NY,11103
NY,11104
NY,11105
NY,11106
NY,11109
NY,11201
NY,11203
NY,11204
NY,11205
NY,11206
NY,11207
NY,11208
NY,11209
NY,11210
NY,11211
NY,11212
NY,11213
NY,11214
NY,11215
NY,11216
NY,11217
NY,11218
NY,11219
NY,11220
NY,11221
NY,11222
NY,11223
NY,11224
NY,11225
NY,11226
NY,11228
NY,11229
NY,11230
NY,11231
NY,11232
NY,11233
NY,11234
NY,11235
NY,11236
NY,11237
NY,11238
NY,11239
NY,11354
NY,11355
NY,11356
NY,11357
NY,11358
